queried_on,source_endpoint,queried_eppo_code,service,eppocode,prefname,class_id,class_label,bibref,eppo_code,scientific_name,queried_host_eppo_code,relationship_to_query_taxon,taxonomic_group,source_pathogen_code_column,source_pathogen_name_column,biological_text_for_classification,taxonomic_group_clean,biological_class,excluded_group_screening
2026-05-06T14:07:53.270682,/taxons/taxon/LYPES/pests,LYPES,pests,ERWICD,Dickeya dianthicola,9,Host,"* Samson R, Legendre JB, Christen R, Fischer-Le Saux M, Achouak W, Gardan L (2005) Transfer of Pectobacterium chrysanthemi (Burkholder et al., 1953) Brenner I. 1973 and Brenneria paradisiaca to the genus Dickeya gen. nov. as Dickeya chrysanthemi comb. nov and Dickeya paradisiaca comb. nov. and delineation of four novel species, Dickeya dadantii sp. nov., Dickeya dianthicola sp. nov., Dickeya dieffenbachiae sp. nov. and Dickeya zeae sp. nov. International Journal of Systematic and Evolutionary Microbiology 55, 1415–1427.",ERWICD,Dickeya dianthicola,LYPES,Host,,eppocode,prefname,dickeya dianthicola,,bacteria,not_detected
2026-05-06T14:07:53.270682,/taxons/taxon/LYPES/pests,LYPES,pests,ERWICH,Erwinia chrysanthemi,9,Host,,ERWICH,Erwinia chrysanthemi,LYPES,Host,,eppocode,prefname,erwinia chrysanthemi,,bacteria,not_detected
2026-05-06T14:07:53.270682,/taxons/taxon/LYPES/pests,LYPES,pests,ERWIRH,Erwinia rhapontici,9,Host,"* Huang HC, Hsieh TF, Erickson RS (2003) Biology and epidemiology of Erwinia rhapontici, causal agent of pink seed and crown rot of plants. Plant Pathology Bulletin 12, 69-76.",ERWIRH,Erwinia rhapontici,LYPES,Host,,eppocode,prefname,erwinia rhapontici,,bacteria,not_detected
2026-05-06T14:07:53.270682,/taxons/taxon/LYPES/pests,LYPES,pests,FUSAFO,Fusarium foetens,10,Experimental,"* Amobonye A, Bhagwat P, Ranjith D, Mohanlall V, Pillai S (2021) Characterisation, pathogenicity and hydrolytic enzyme profiling of selected Fusarium species and their inhibition by novel coumarins. Archives of Microbiology 203, 3495-3508.
------- When inoculated tomato plants showed symptoms.

* Xie Z, Li H, Gao C, Wang J, Zhang X, Lu B, Yang L, Zhang Y, Gao J (2025) Cross pathogenicity, host range and molecular characteristics of Fusarium oxysporum species complex populations isolated from tobacco in Jilin Province, China. Plant Pathology 74(1), 84-100.
------- experimental host",FUSAFO,Fusarium foetens,LYPES,Experimental,,eppocode,prefname,fusarium foetens,,fungus,not_detected
2026-05-06T14:07:53.270682,/taxons/taxon/LYPES/pests,LYPES,pests,FUSARL,Fusarium oxysporum f. sp. radicis-lycopersici,1,Major host,,FUSARL,Fusarium oxysporum f. sp. radicis-lycopersici,LYPES,Major host,,eppocode,prefname,fusarium oxysporum f. sp. radicis-lycopersici,,fungus,not_detected
2026-05-06T14:07:53.270682,/taxons/taxon/LYPES/pests,LYPES,pests,GBNV00,Orthotospovirus arachinecrosis,9,Host,"* Rai AK, Sadashiva AT, Basavaraj YB, Venugopalan R, Rao ES, Nandeesha P (2020) Genetic analysis of bud necrosis disease caused by groundnut bud necrosis virus (GBNV) in tomato (Solanum lycopersicum L.). Euphytica. 216(8), 125.",GBNV00,Orthotospovirus arachinecrosis,LYPES,Host,,eppocode,prefname,orthotospovirus arachinecrosis,,virus,not_detected
2026-05-06T14:07:53.270682,/taxons/taxon/LYPES/pests,LYPES,pests,GLOMGO,Colletotrichum gossypii,9,Host,"* Nawaz HH, Anam U, He Q, Liu W B, Miao W (2019) First report of anthracnose caused by Colletotrichum gossypii on tomato in Hainan, China. Plant Disease 103 (1), 161. DOI:10.1094/PDIS-03-18-0412-PDN
------- confirmed host, near a field of cotton.",GLOMGO,Colletotrichum gossypii,LYPES,Host,,eppocode,prefname,colletotrichum gossypii,,fungus,not_detected
2026-05-06T14:07:53.270682,/taxons/taxon/LYPES/pests,LYPES,pests,GRSV00,Orthotospovirus arachianuli,9,Host,"* Webster CG, Turechek WW, Mellinger HC, Frantz G, Roe N, Yonce H, Vallad GE, Adkins S (2011) Expansion of Groundnut ringspot virus host and geographic ranges in solanaceous vegetables in peninsular Florida. Plant Health Progress https://www.plantmanagementnetwork.org/pub/php/brief/2011/grsv/

* Williams LV, Lopez Lambertini PM, Shohara K, Biderbost EB (2001) Occurrence and geographical distribution of Tospovirus species infecting tomato crops in Argentina. Plant Disease 85(12), 1227-1229.",GRSV00,Orthotospovirus arachianuli,LYPES,Host,,eppocode,prefname,orthotospovirus arachianuli,,virus,not_detected
2026-05-06T14:07:53.270682,/taxons/taxon/LYPES/pests,LYPES,pests,HETDPA,Globodera pallida,9,Host,"* Price JA, Coyne D, Blok VC, Jones JT (2021) Potato cyst nematodes Globodera rostochiensis and G. pallida. Molecular Plant Pathology  22, 495-507. https://doi.org/10.1111/mpp.13047

* Sullivan MJ, Inserra RN, Franco J, Moreno-Leheude I, Greco N (2007) Potato cyst nematodes: Plant host status and their regulatory impact. Nematropica 37, 193-201.",HETDPA,Globodera pallida,LYPES,Host,,eppocode,prefname,globodera pallida,,nematode,not_detected
2026-05-06T14:07:53.270682,/taxons/taxon/LYPES/pests,LYPES,pests,HETDRO,Globodera rostochiensis,9,Host,"* Price JA, Coyne D, Blok VC, Jones JT (2021) Potato cyst nematodes Globodera rostochiensis and G. pallida. Molecular Plant Pathology  22, 495-507. https://doi.org/10.1111/mpp.13047

* Sullivan MJ, Inserra RN, Franco J, Moreno-Leheude I, Greco N (2007) Potato cyst nematodes: Plant host status and their regulatory impact. Nematropica 37, 193-201.",HETDRO,Globodera rostochiensis,LYPES,Host,,eppocode,prefname,globodera rostochiensis,,nematode,not_detected
2026-05-06T14:07:53.270682,/taxons/taxon/LYPES/pests,LYPES,pests,INSV00,Orthotospovirus impatiensnecromaculae,9,Host,"* Adegbola RO, Marshall SH, Batuman O, Ullman DE, Gilbertson RL, Adkins S, Naidu RA (2019) Sequence analysis of the medium and small RNAs of impatiens necrotic spot virus reveals segment reassortment but not recombination.  Archives of Virology 164, 2829–2836.

* Daughtrey ML, Jones RK, Moyer JW, Daub ME, Baker JR (1997) Tospoviruses strike the greenhouse industry: INSV has become a major pathogen on flower crops. Plant Disease 81(11),  1220-1230.",INSV00,Orthotospovirus impatiensnecromaculae,LYPES,Host,,eppocode,prefname,orthotospovirus impatiensnecromaculae,,virus,not_detected
2026-05-06T14:07:53.270682,/taxons/taxon/LYPES/pests,LYPES,pests,LCV000,Crinivirus lactucachlorosi,9,Host,"* Zhang SB, Zhang DY, Liu Y, Luo XW, Liu MY, Du J, Wang MC (2017) First report of Lettuce chlorosis virus infecting tomato in China. Plant Disease 101(5), p 846.",LCV000,Crinivirus lactucachlorosi,LYPES,Host,,eppocode,prefname,crinivirus lactucachlorosi,,virus,not_detected
2026-05-06T14:07:53.270682,/taxons/taxon/LYPES/pests,LYPES,pests,LEV000,Lucerne enation virus,9,Host,,LEV000,Lucerne enation virus,LYPES,Host,,eppocode,prefname,lucerne enation virus,,virus,not_detected
2026-05-06T14:07:53.270682,/taxons/taxon/LYPES/pests,LYPES,pests,LIBEAS,'Candidatus Liberibacter asiaticus',10,Experimental,"* Duan YP, Gottwald T, Zhou LJ, Gabriel DW (2008) First report of dodder transmission of 'Candidatus Liberibacter asiaticus' to tomato (Lycopersicon esculentum). Plant Disease, 92(5), 831.",LIBEAS,'Candidatus Liberibacter asiaticus',LYPES,Experimental,,eppocode,prefname,'candidatus liberibacter asiaticus',,bacteria,not_detected
2026-05-06T14:07:53.270682,/taxons/taxon/LYPES/pests,LYPES,pests,LIBEPS,'Candidatus Liberibacter solanacearum',1,Major host,"* Ling KS, Lin H, Lexis Ivey ML, Shang W, Miller SA (2011) First report of 'Candidatus Liberibacter solanacearum' naturally infecting tomatoes in the state of Mexico, Mexico. Plant Disease 95(8), 1026-1027.",LIBEPS,'Candidatus Liberibacter solanacearum',LYPES,Major host,,eppocode,prefname,'candidatus liberibacter solanacearum',,bacteria,not_detected
2026-05-06T14:07:53.270682,/taxons/taxon/LYPES/pests,LYPES,pests,MELGCH,Meloidogyne chitwoodi,1,Major host,"* Nyczepir AP, O'Bannon JH, Santo GS, Finley AM (1982) Incidence and distinguishing characteristics of Meloidogyne chitwoodi and M. hapla in potato from the northwestern United States. Journal of Nematology 14, 347-353.

* Santo GS, O'Bannon JH, Finley AM, Golden AM (1980) Occurrence and host range of a new root-knot nematode (Meloidogyne chitwoodi) in the Pacific northwest. Plant Disease 64, 951-952.",MELGCH,Meloidogyne chitwoodi,LYPES,Major host,,eppocode,prefname,meloidogyne chitwoodi,,nematode,not_detected
2026-05-06T14:07:53.270682,/taxons/taxon/LYPES/pests,LYPES,pests,MELGET,Meloidogyne ethiopica,1,Major host,"* Carneiro R M D G, Gomes C B, Almeida M R A, Gomes A C M M & Martins I (2003) First record of Meloidogyne ethiopica Whitehead, 1968 on kiwi in Brazil and reaction of different plant species. (Primeiro Registro de Meloidogyne ethiopica Whitehead, 1968, em plantas de quivi no Brasil e reação em diferentes plantas cultivadas.). Nematologia Brasileira, 27(2), 151-158.

* Mandefro W & Dagne K (2000) Cytogenetic and esterase isozyme variation of root-knot nematode populations from Ethiopia. Afr. J. Plant. Prot. 10, 39-47.

* Gabriel M, Kulczynski SM, Belle C, Kirsch VG & Calderan-Bisognin A (2018) Reação de gramíneas forrageiras a Meloidogyne spp. e Pratylenchus brachyurus. Nematropica 48(2), 155-163.
-------In experiments, cv. Santa Cruz was found to be a good host.",MELGET,Meloidogyne ethiopica,LYPES,Major host,,eppocode,prefname,meloidogyne ethiopica,,nematode,not_detected
2026-05-06T14:07:53.270682,/taxons/taxon/LYPES/pests,LYPES,pests,MELGEX,Meloidogyne exigua,9,Host,,MELGEX,Meloidogyne exigua,LYPES,Host,,eppocode,prefname,meloidogyne exigua,,nematode,not_detected
2026-05-06T14:07:53.270682,/taxons/taxon/LYPES/pests,LYPES,pests,MELGFA,Meloidogyne fallax,1,Major host,"* Goossens JJM (1995) Host range test of Meloidogyne n.sp. In: Annual Report 1994 Diagnostic Centre, pp. 95-97. Plant Protection Service, Wageningen (NL).",MELGFA,Meloidogyne fallax,LYPES,Major host,,eppocode,prefname,meloidogyne fallax,,nematode,not_detected
2026-05-06T14:07:53.270682,/taxons/taxon/LYPES/pests,LYPES,pests,MELGFL,Meloidogyne floridensis,9,Host,"* Marquez J, Forghani F, Hajihassani A (2021) First report of the root-knot nematode, Meloidogyne floridensis, on tomato in Georgia, USA. Plant Disease 105(4), 1228. https://doi.org/10.1094/PDIS-10-20-2286-PDN

* Marquez J, Hajihassani A (2023) Identification and virulence of five isolates of root-knot nematode Meloidogyne floridensis on vegetables. Plant Disease 107(5), 1522-15888.",MELGFL,Meloidogyne floridensis,LYPES,Host,,eppocode,prefname,meloidogyne floridensis,,nematode,not_detected
2026-05-06T14:07:53.270682,/taxons/taxon/LYPES/pests,LYPES,pests,MELGGC,Meloidogyne graminicola,9,Host,"* EPPO (2023) Report of a pest risk analysis for Meloidogyne graminicola. EPPO, Paris. Available at https://gd.eppo.int/taxon/MELGGC/documents
------- conflicting publications on host status.

* Dabur KR, Taya AS & Bajaj HK (2004) Life cycle of Meloidogyne graminicola on paddy and its host range studies. Indian Journal of Nematology 34, 80-84.
------- does not support multiplication of Meloidogyne graminicola 

* Pan S, Liu C, Zhang F, Chen Z, Li Y (2022) First report of Meloidogyne graminicola on tomato (Solanum lycopersicum) in Hainan, China. Plant Disease 106(7), 2000-2001. https://doi.org/10.1094/PDIS-09-21-1942-PDN
------- confirmed host. Reproduction factor = 5.3

* Rusinque L, Maleita C, Abrantes I, Palomares-Rius JE, Inácio ML (2021) Meloidogyne graminicola - A threat to rice production: review update on distribution, biology, identification, and management. Biology 10, 1163. https://doi.org/10.3390/biology10111163
------- host.",MELGGC,Meloidogyne graminicola,LYPES,Host,,eppocode,prefname,meloidogyne graminicola,,nematode,not_detected
2026-05-06T14:07:53.270682,/taxons/taxon/LYPES/pests,LYPES,pests,MELGLC,Meloidogyne luci,9,Host,"* Sen F, Aydinli (2021) Host status of cultivated crops to Meloidogyne luci. European Journal of Plant Pathology 161(3), 607-618.
------- In experiments, cvs. Barbaros F1, Falcon, H-2274, Rio Grande, Super Ancon were found to be excellent hosts.

* Strajnar P, Širca S, Knapič M & Urek G (2011) Effect of Slovenian climatic conditions on the development and survival of the root-knot nematode Meloidogyne ethiopica. European Journal of Plant Pathology 129, 81-88
-------In experiments, cv. San Marzano F1 was found to be an exelent host (RF = 91)",MELGLC,Meloidogyne luci,LYPES,Host,,eppocode,prefname,meloidogyne luci,,nematode,not_detected
2026-05-06T14:07:53.270682,/taxons/taxon/LYPES/pests,LYPES,pests,MELGMA,Meloidogyne mali,9,Host,"* Ambrogioni L, Carletti B, Roversi PF (2014) Chapter 14 Nematodi galligeni pp. 338-365. In: Nematologia Agraria generale e applicata (Ambrogioni L., d'Errico F.P., Greco N., Marinari Palmisano A. Roversi P.F. eds.). Società Italiana di Nematologia - Tipografia Cuppini – Florence
------- confirmed host (in experimental conditions)",MELGMA,Meloidogyne mali,LYPES,Host,,eppocode,prefname,meloidogyne mali,,nematode,not_detected
2026-05-06T14:07:53.270682,/taxons/taxon/LYPES/pests,LYPES,pests,MELGMY,Meloidogyne enterolobii,1,Major host,"* Yang B, Eisenback JD (1983) Meloidogyne enterolobii n.sp. (Meloidogynidae), a root-knot nematode parasitizing pacara earpot tree in China. Journal of Nematology 15(3), 381–391

* Brito JA, Kaur R, Cetintas R, Stanley JD, Mendes ML, McAvoy EJ, Powers TO, Dickson DW (2008) Identification and isozyme characterization of Meloidogyne spp. infecting horticultural and agronomic drops, and weeds in Florida. Nematology 10(5), 757-766. https://doi.org/10.1163/156854108785787253
------- confirmed host as Solanum esculentum

* Kiewnick S, Karssen G, Brito JA, Oggenfuss M, Frey JE (2008) First report of root-knot nematode Meloidogyne enterolobii on tomato and cucumber in Switzerland. Plant Disease. 92, 1370.
------- confirmed host.",MELGMY,Meloidogyne enterolobii,LYPES,Major host,,eppocode,prefname,meloidogyne enterolobii,,nematode,not_detected
2026-05-06T14:07:53.270682,/taxons/taxon/LYPES/pests,LYPES,pests,NACOBA,Nacobbus aberrans sensu lato,1,Major host,"* Manzanilla-López RH, Costilla MA, Doucet M, Inserra RN, Lehman PS, Cid del Prado-Vera I, Souza RM, Evans K (2002) The genus Nacobbus Thorne & Allen, 1944 (Nematoda: Pratylenchidae): systematics, distribution, biology and management. Nematropica 32, 149-226.",NACOBA,Nacobbus aberrans sensu lato,LYPES,Major host,,eppocode,prefname,nacobbus aberrans sensu lato,,nematode,not_detected
2026-05-06T14:07:53.270682,/taxons/taxon/LYPES/pests,LYPES,pests,PBRSV0,Nepovirus solani,10,Experimental,"* Fribourg CE (1977) Andean potato calico strain of tobacco ringspot virus. Phytopathology 67, 174-178.
------- TRSV-Ca. As Lycopersicon esculentum.

* Salazar LF, Harrison BD (1978) Host range and properties of potato black ringspot virus. Annals of Applied Biology 90, 375-386.
------- PBRSV. As Lycopersicon esculentum cv. Kondine Red.",PBRSV0,Nepovirus solani,LYPES,Experimental,,eppocode,prefname,nepovirus solani,,virus,not_detected
2026-05-06T14:07:53.270682,/taxons/taxon/LYPES/pests,LYPES,pests,PCFVD0,Pospiviroid parvicapsici,9,Host,"* Gibbs MJ, Chambers G, Seyb A, Mackie J, Constable F, Rodoni B, Letham D, Davis K (2013) First report of Pepper chat fruit viroid in traded tomato seed, an interception by Australian Biosecurity. Plant Disease 97(10), p 1386.

* Reanwarakorn K, Klinkong S, Porsoongnurn J (2011) First report of natural infection of Pepper chat fruit viroid in tomato plants in Thailand. New Disease Reports 24, 6. http://www.ndrs.org.uk/article.php?id=024006
------- Natural infection.

* Verhoeven JT, Jansen CC, Roenhorst JW, Flores R, de la Peña M (2009) Pepper chat fruit viroid: biological and molecular properties of a proposed new species of the genus Pospiviroid. Virus Research 144(1-2), 209-14. https://doi.org/10.1016/j.virusres.2009.05.002.
------- Symptoms observed after mechanical inoculation.",PCFVD0,Pospiviroid parvicapsici,LYPES,Host,,eppocode,prefname,pospiviroid parvicapsici,,viroid,not_detected
2026-05-06T14:07:53.270682,/taxons/taxon/LYPES/pests,LYPES,pests,PDMV00,Potato deforming mosaic virus (Argentina),10,Experimental,,PDMV00,Potato deforming mosaic virus (Argentina),LYPES,Experimental,,eppocode,prefname,potato deforming mosaic virus (argentina),,virus,not_detected
2026-05-06T14:07:53.270682,/taxons/taxon/LYPES/pests,LYPES,pests,PEPGMV,Begomovirus capsicummusivi,1,Major host,,PEPGMV,Begomovirus capsicummusivi,LYPES,Major host,,eppocode,prefname,begomovirus capsicummusivi,,virus,not_detected
2026-05-06T14:07:53.270682,/taxons/taxon/LYPES/pests,LYPES,pests,PEPMTV,Pepper mild tigré virus,10,Experimental,,PEPMTV,Pepper mild tigré virus,LYPES,Experimental,,eppocode,prefname,pepper mild tigre virus,,virus,not_detected
2026-05-06T14:07:53.270682,/taxons/taxon/LYPES/pests,LYPES,pests,PEPMV0,Potexvirus pepini,1,Major host,"* Van der Vlugt RAA, Stijger CCMM, Verhoeven JThJ, Lesemann DE (2000) First report of Pepino mosaic virus on tomato. Plant Disease 84, 103.",PEPMV0,Potexvirus pepini,LYPES,Major host,,eppocode,prefname,potexvirus pepini,,virus,not_detected
2026-05-06T14:07:53.270682,/taxons/taxon/LYPES/pests,LYPES,pests,PEPRSV,Tobravirus capsici,9,Host,"* Kitajima EW,  Costa AS (1969) Association of pepper ringspot virus (Brazilian tobacco rattle virus) and host cell mitochondria. Journal of General Virology, 4(2), 177-181.",PEPRSV,Tobravirus capsici,LYPES,Host,,eppocode,prefname,tobravirus capsici,,virus,not_detected
2026-05-06T14:07:53.270682,/taxons/taxon/LYPES/pests,LYPES,pests,PHYP01,Tomato big bud phytoplasma,9,Host,,PHYP01,Tomato big bud phytoplasma,LYPES,Host,,eppocode,prefname,tomato big bud phytoplasma,,phytoplasma,not_detected
2026-05-06T14:07:53.270682,/taxons/taxon/LYPES/pests,LYPES,pests,PHYP30,Peach rosette phytoplasma,10,Experimental,"* Kirkpatrick BC (1995) Peach rosette. In: Compendium of stone fruit diseases. APS Press, St Paul, USA.

* Kunkel LO (1943) New hosts as a key to progress in plant virus disease research. In: Virus Diseases. Ithaca, USA: Rockerfeller Institute for Medical Research, 61-82.",PHYP30,Peach rosette phytoplasma,LYPES,Experimental,,eppocode,prefname,peach rosette phytoplasma,,phytoplasma,not_detected
2026-05-06T14:07:53.270682,/taxons/taxon/LYPES/pests,LYPES,pests,PHYPMA,'Candidatus Phytoplasma mali',10,Experimental,"* Seemüller E, Carraro L, Jarausch W, Schneider B (2011) Apple proliferation phytoplasma. In: Hadidi A, Barba M, Candresse T, Jelkmann W (Eds) Virus and Virus-like Diseases of Pome and Stone fruits, APS, pp 67-73.",PHYPMA,'Candidatus Phytoplasma mali',LYPES,Experimental,,eppocode,prefname,'candidatus phytoplasma mali',,phytoplasma,not_detected
2026-05-06T14:07:53.270682,/taxons/taxon/LYPES/pests,LYPES,pests,PHYPSO,'Candidatus Phytoplasma solani',1,Major host,"* Ember I, Acs Z, Munyaneza JE, Crosslin JM, Kolber M (2011) Survey and molecular detection of phytoplasmas associated with potato in Romania and southern Russia. European Journal of Plant Pathology 130(3), 367-377.

* Quaglino F, Zhao Y, Casati P, Bulgari D, Bianco PA, Wei W, Davis RE (2013) ‘Candidatus Phytoplasma solani’, a novel taxon associated with stolbur- and bois noir-related diseases of plants. International Journal of Systematic and Evolutionary Microbiology 63, 2879-2894.",PHYPSO,'Candidatus Phytoplasma solani',LYPES,Major host,,eppocode,prefname,'candidatus phytoplasma solani',,phytoplasma,not_detected
2026-05-06T14:07:53.270682,/taxons/taxon/LYPES/pests,LYPES,pests,PHYPTR,'Candidatus Phytoplasma trifolii',9,Host,"* Hiruki C, Wang K (2004) Clover proliferation phytoplasma: 'Candidatus Phytoplasma trifolii'. International Journal of Systematic and Evolutionary Microbiology 54, 1349-1353.",PHYPTR,'Candidatus Phytoplasma trifolii',LYPES,Host,,eppocode,prefname,'candidatus phytoplasma trifolii',,phytoplasma,not_detected
2026-05-06T14:07:53.270682,/taxons/taxon/LYPES/pests,LYPES,pests,PHYTCP,Phytophthora capsici,9,Host,,PHYTCP,Phytophthora capsici,LYPES,Host,,eppocode,prefname,phytophthora capsici,,oomycete,not_detected
2026-05-06T14:07:53.270682,/taxons/taxon/LYPES/pests,LYPES,pests,PHYTCR,Phytophthora cryptogea,9,Host,,PHYTCR,Phytophthora cryptogea,LYPES,Host,,eppocode,prefname,phytophthora cryptogea,,oomycete,not_detected
2026-05-06T14:07:53.270682,/taxons/taxon/LYPES/pests,LYPES,pests,PHYTNP,Phytophthora nicotianae,9,Host,,PHYTNP,Phytophthora nicotianae,LYPES,Host,,eppocode,prefname,phytophthora nicotianae,,oomycete,not_detected
2026-05-06T14:07:53.270682,/taxons/taxon/LYPES/pests,LYPES,pests,PHYVV0,Begomovirus capsicumhuastecoense,9,Host,"* Idris AM, Lee SH, Brown JK (1999) First report of Chino del tomate and pepper huasteco geminiviruses in greenhouse-grown tomato in Sonora, Mexico. Plant Disease 83(4), p 396.",PHYVV0,Begomovirus capsicumhuastecoense,LYPES,Host,,eppocode,prefname,begomovirus capsicumhuastecoense,,virus,not_detected
2026-05-06T14:07:53.270682,/taxons/taxon/LYPES/pests,LYPES,pests,PLRV00,Polerovirus PLRV,9,Host,"* Koç G (2020) Preliminarly survey results and phylogenetic analysis for Tomato yellow leaf curl virus and Potato leaf roll virus on tomato grown in Adana. International Journal of Agriculture, Environment and Food Sciences 4(2), 216-223.

* EFSA (2020) Scientific Opinion on the pest categorisation of potato leafroll virus (non-EU isolates). EFSA Journal 18(1), 5939. 35 pp. https://doi.org/10.2903/j.efsa.2020.5939
------- S. lycopersicon is also a host for the (non-European) isolates PLRV-TYTV",PLRV00,Polerovirus PLRV,LYPES,Host,,eppocode,prefname,polerovirus plrv,,virus,not_detected
2026-05-06T14:07:53.270682,/taxons/taxon/LYPES/pests,LYPES,pests,POTRSV,Torradovirus nanorugosum,10,Experimental,"* Alvarez Quinto RA, Amao M, Muller G, Fuentes S, Grinstead S, Fuentes-Bueno I, Roenhorst A, Westenberg M, Botermans M, Kreuze J, Mollov D (2023) Evidence that an unnamed isometric virus associated with potato rugose disease in Peru is a new species of torradovirus. Phytopathology 113(9), 1716-1728. https://doi.org/10.1094/PHYTO-11-22-0449-V
------- asymptomatic",POTRSV,Torradovirus nanorugosum,LYPES,Experimental,,eppocode,prefname,torradovirus nanorugosum,,virus,not_detected
2026-05-06T14:07:53.270682,/taxons/taxon/LYPES/pests,LYPES,pests,PSDMCI,Pseudomonas cichorii,9,Host,"* Arshad S, Nematollahi S, Rouhrazi K, Khezrinejad N (2021) Characterization of Pseudomonas cichorii isolated from tomato and lettuce in Iran. Journal of Plant Pathology 103(3), 853-861.",PSDMCI,Pseudomonas cichorii,LYPES,Host,,eppocode,prefname,pseudomonas cichorii,,bacteria,not_detected
2026-05-06T14:07:53.270682,/taxons/taxon/LYPES/pests,LYPES,pests,PSDMS1,Ralstonia solanacearum race 1 (no longer in use),1,Major host,,PSDMS1,Ralstonia solanacearum race 1 (no longer in use),LYPES,Major host,,eppocode,prefname,ralstonia solanacearum race 1 (no longer in use),,bacteria,not_detected
2026-05-06T14:07:53.270682,/taxons/taxon/LYPES/pests,LYPES,pests,PSDMS3,Ralstonia solanacearum race 3 (no longer in use),9,Host,,PSDMS3,Ralstonia solanacearum race 3 (no longer in use),LYPES,Host,,eppocode,prefname,ralstonia solanacearum race 3 (no longer in use),,bacteria,not_detected
2026-05-06T14:07:53.270682,/taxons/taxon/LYPES/pests,LYPES,pests,PSTVD0,Pospiviroid fusituberis,9,Host,"* Natarajamurthy S, Bhat SKS, Gottravalli Ramanayaka J (2021) Occurrence of natural infection of tomato by Potato spindle tuber viroid (PSTVd) in India. Australasian Plant Disease Notes 16, 20. https://doi.org/10.1007/s13314-021-00432-0

* Puchta H, Herold T, Verhoeven K, Roenhorst A, Ramm K, Schmidt-Puchta W, Sänger HL (1990) A new strain of potato spindle tuber viroid (PSTVd-N) exhibits major sequence differences as compared to all other PSTVd strains sequenced so far. Plant Molecular Biology 15, 509-511.",PSTVD0,Pospiviroid fusituberis,LYPES,Host,,eppocode,prefname,pospiviroid fusituberis,,viroid,not_detected
2026-05-06T14:07:53.270682,/taxons/taxon/LYPES/pests,LYPES,pests,PVH000,Carlavirus chisolani,9,Host,"* Xu Z, Weng H, Yang Z, Wang L, Mao Q, Cao Y, Song X, Rao S, Chen J, Li Y, Li J (2024) First report of potato virus H infecting tomato (Solanum lycopersicum) in China. Plant Disease. 108(10): 3204.",PVH000,Carlavirus chisolani,LYPES,Host,,eppocode,prefname,carlavirus chisolani,,virus,not_detected
2026-05-06T14:07:53.270682,/taxons/taxon/LYPES/pests,LYPES,pests,PVS000,Carlavirus sigmasolani,9,Host,"* Predajňa L, Šoltys K, Kraic J, Mihálik D, Glasa M (2017) First Report of Potato Virus S Infecting Tomato in Slovakia. Journal of Plant Pathology 99(3), 799-818.",PVS000,Carlavirus sigmasolani,LYPES,Host,,eppocode,prefname,carlavirus sigmasolani,,virus,not_detected
2026-05-06T14:07:53.270682,/taxons/taxon/LYPES/pests,LYPES,pests,PVX000,Potexvirus ecspotati,9,Host,"* Ben Moussa A, Makni M, Marrakchi M (2000) Identification of the principal viruses infecting tomato crops in Tunisia. Bulletin OEPP 30(2), 293-296.",PVX000,Potexvirus ecspotati,LYPES,Host,,eppocode,prefname,potexvirus ecspotati,,virus,not_detected
2026-05-06T14:07:53.270682,/taxons/taxon/LYPES/pests,LYPES,pests,PYDV00,Alphanucleorhabdovirus tuberosum,10,Experimental,"* Black LM (1937) A study of Potato yellow dwarf in New York. Cornell Agricultural Experiment Station, Vol. 209, 23 pp.",PYDV00,Alphanucleorhabdovirus tuberosum,LYPES,Experimental,,eppocode,prefname,alphanucleorhabdovirus tuberosum,,virus,not_detected
2026-05-06T14:07:53.270682,/taxons/taxon/LYPES/pests,LYPES,pests,PYMV00,Begomovirus tuberosi,1,Major host,"* Polston JE, Anderson PK (1997) The emergence of whitefly-transmitted geminiviruses in tomato in the Western Hemisphere. Plant Disease 81(12) 1358-1369.

* Romay G, Chirinos DT, Geraud-Pouey F, Torres M, Bragard C (2016) First report of Potato yellow mosaic virus infecting Solanum americanum in Venezuela. New Disease Reports 34, 20.

* Vaca-Vaca JC, Jara-Tejada F, Lopez-Lopez K (2020) Partial molecular characterization of begomoviruses isolated from weeds collected in tomato crops in the southeast of Valle del Cauca, Colombia. Revista Colombiana de Ciencias Hortícolas 14(1), 115-124.",PYMV00,Begomovirus tuberosi,LYPES,Major host,,eppocode,prefname,begomovirus tuberosi,,virus,not_detected
2026-05-06T14:07:53.270682,/taxons/taxon/LYPES/pests,LYPES,pests,PYV000,Potato yellowing virus,10,Experimental,"* Silvestre R, Fuentes S, Risco R, Berrocal A, Adams I, Fox A, Cuellar WJ, Kreuze J (2020) Characterization of distinct strains of an aphid-transmitted ilarvirus (Fam. Bromoviridae) infecting different hosts from South America. Virus research 282, 197944. https://doi.org/10.1016/j.virusres.2020.197944",PYV000,Potato yellowing virus,LYPES,Experimental,,eppocode,prefname,potato yellowing virus,,virus,not_detected
