queried_on,source_endpoint,queried_eppo_code,service,eppocode,prefname,class_id,class_label,bibref,eppo_code,scientific_name,queried_host_eppo_code,relationship_to_query_taxon,taxonomic_group,source_pathogen_code_column,source_pathogen_name_column,biological_text_for_classification,taxonomic_group_clean,biological_class,excluded_group_screening
2026-05-06T14:07:53.270682,/taxons/taxon/LYPES/pests,LYPES,pests,PYVV00,Crinivirus flavisolani,9,Host,"* Muñoz Baena L, Gutiérrez Sánchez PA, Marín Montoya M (2017) Secuenciación del genoma completo del Potato yellow vein virus (PYVV) en tomate (Solanum lycopersicum) en Colombia. Acta Biológica Colombiana 22(1), 5-17. http://dx.doi.org/10.15446/abc.v22n1.59211

* Salazar L, Muller G, Querci M, Zapata J, Owens R (2000) Potato yellow vein virus: its host range, distribution in South America and identification as a Crinivirus transmitted by Trialeurodes vaporariorum. Annals of Applied Biology 137(1), 7-19.",PYVV00,Crinivirus flavisolani,LYPES,Host,,eppocode,prefname,crinivirus flavisolani,,virus,not_detected
2026-05-06T14:07:53.270682,/taxons/taxon/LYPES/pests,LYPES,pests,PZSV00,Anulavirus PZSV,1,Major host,,PZSV00,Anulavirus PZSV,LYPES,Major host,,eppocode,prefname,anulavirus pzsv,,virus,not_detected
2026-05-06T14:07:53.270682,/taxons/taxon/LYPES/pests,LYPES,pests,RALSPS,Ralstonia pseudosolanacearum,1,Major host,"* Klass TL, Hayes MM, Seng KH, An C, Rotondo F, Shoaf WW, Ong S, Tho KE, Allen C, Miller SA, Jacobs JM (2020) First report of bacterial wilt of tomato caused by Ralstonia pseudosolanacearum (Ralstonia solanacearum phylotype I) in Cambodia. Plant Disease 104(3), p 969.

* Kunwar S, Bamazi B, Banito A, Carter M, Weinstein S, Steidl O, Hayes MM, Allen C, Paret M (2021) First report of bacterial wilt wisease of tomato, pepper, and gboma caused by Ralstonia solanacearum Species Complex in Togo. Plant Disease 105(2), 484.",RALSPS,Ralstonia pseudosolanacearum,LYPES,Major host,,eppocode,prefname,ralstonia pseudosolanacearum,,bacteria,not_detected
2026-05-06T14:07:53.270682,/taxons/taxon/LYPES/pests,LYPES,pests,RALSSI,Ralstonia syzygii subsp. indonesiensis,1,Major host,"* Safni I, Subandiyah S, Fegan M (2018) Ecology, Epidemiology and Disease Management of Ralstonia syzygii in Indonesia. Frontiers in Microbiology 9, 419
------- confirmed host.",RALSSI,Ralstonia syzygii subsp. indonesiensis,LYPES,Major host,,eppocode,prefname,ralstonia syzygii subsp. indonesiensis,,bacteria,not_detected
2026-05-06T14:07:53.270682,/taxons/taxon/LYPES/pests,LYPES,pests,RALSSL,Ralstonia solanacearum,1,Major host,"* Gutarra L, Herrera J, Fernandez E, Kreuze J, Lindqvist-Kreuze H (2017) Diversity, pathogenicity, and current occurrence of bacterial wilt bacterium Ralstonia solanacearum in Peru. Frontiers in Plant Science 8, 1221 DOI=10.3389/fpls.2017.01221

* Hong JC, Norman DJ, Reed DL, Momol MT and Jones JB (2012) Diversity among Ralstonia solanacearum strains isolated from the southeastern United States. Phytopathology 102:924-936.

* Mahbou Somo Toukam G, Cellier G, Wicker E, Guilbaud C, Kahane R, Allen C, Prior P (2009) Broad diversity of Ralstonia solanacearum strains in Cameroon. Plant Disease 93, 1123-1130

* N'Guessan CA, Abo K, Fondio L, Chiroleu F, Lebeau A, Poussier S, Wicker E, and Koné D (2012) So near and yet so far: the specific case of Ralstonia solanacearum populations from Côte d'Ivoire in Africa. Phytopathology 102, 733-740

* Poussier S, Prior P, Luisetti J, Hayward C, Fegan M (2000) Partial sequencing of the hrpB and endoglucanase genes confirms and expands the known diversity within the Ralstonia solanacearum Species Complex. Systematic and Applied Microbiology 23, 479-486

* Ramsubhag A, Lawrence D, Cassie D, Fraser R, Umaharan P, Prior P and Wicker E (2012) Wide genetic diversity of Ralstonia solanacearum strains affecting tomato in Trinidad, West Indies. Plant Pathology, 61: 844-857 

* Wicker E, Grassart L, Coranson-Beaudu R, Mian D, Guilbaud C, Fegan M, Prior P (2007) Ralstonia solanacearum strains from Martinique (French West Indies) exhibiting a new pathogenic potential. Applied and Environmental Microbiology 73(21), 6790-801. doi: 10.1128/AEM.00841-07",RALSSL,Ralstonia solanacearum,LYPES,Major host,,eppocode,prefname,ralstonia solanacearum,,bacteria,not_detected
2026-05-06T14:07:53.270682,/taxons/taxon/LYPES/pests,LYPES,pests,RALSSO,Ralstonia solanacearum species complex,1,Major host,"* Klass TL, Hayes MM, Seng KH, An C, Rotondo F, Shoaf WW, Ong S, Tho KE, Allen C, Miller SA, Jacobs JM (2020) First report of bacterial wilt of tomato caused by Ralstonia pseudosolanacearum (Ralstonia solanacearum phylotype I) in Cambodia. Plant Disease 104(3), p 969.

* Kunwar S, Bamazi B, Banito A, Carter M, Weinstein S, Steidl O, Hayes MM, Allen C, Paret M (2021) First report of bacterial wilt wisease of tomato, pepper, and gboma caused by Ralstonia solanacearum Species Complex in Togo. Plant Disease 105(2), 484. 

* Gutarra L, Herrera J, Fernandez E, Kreuze J, Lindqvist-Kreuze H (2017) Diversity, pathogenicity, and current occurrence of bacterial wilt bacterium Ralstonia solanacearum in Peru. Frontiers in Plant Science 8, 1221 DOI=10.3389/fpls.2017.01221

* Hong JC, Norman DJ, Reed DL, Momol MT and Jones JB (2012) Diversity among Ralstonia solanacearum strains isolated from the southeastern United States. Phytopathology 102:924-936.

* Mahbou Somo Toukam G, Cellier G, Wicker E, Guilbaud C, Kahane R, Allen C, Prior P (2009) Broad diversity of Ralstonia solanacearum strains in Cameroon. Plant Disease 93, 1123-1130

* N'Guessan CA, Abo K, Fondio L, Chiroleu F, Lebeau A, Poussier S, Wicker E, and Koné D (2012) So near and yet so far: the specific case of Ralstonia solanacearum populations from Côte d'Ivoire in Africa. Phytopathology 102, 733-740

* Poussier S, Prior P, Luisetti J, Hayward C, Fegan M (2000) Partial sequencing of the hrpB and endoglucanase genes confirms and expands the known diversity within the Ralstonia solanacearum Species Complex. Systematic and Applied Microbiology 23, 479-486

* Ramsubhag A, Lawrence D, Cassie D, Fraser R, Umaharan P, Prior P and Wicker E (2012) Wide genetic diversity of Ralstonia solanacearum strains affecting tomato in Trinidad, West Indies. Plant Pathology, 61: 844-857 

* Safni I, Subandiyah S, Fegan M (2018) Ecology, Epidemiology and Disease Management of Ralstonia syzygii in Indonesia. Frontiers in Microbiology 9, 419
------- confirmed host of Ralstonia syzygii subsp. indonesiensis.

* Wicker E, Grassart L, Coranson-Beaudu R, Mian D, Guilbaud C, Fegan M, Prior P (2007) Ralstonia solanacearum strains from Martinique (French West Indies) exhibiting a new pathogenic potential. Applied and Environmental Microbiology 73(21), 6790-801. doi: 10.1128/AEM.00841-07",RALSSO,Ralstonia solanacearum species complex,LYPES,Major host,,eppocode,prefname,ralstonia solanacearum species complex,,bacteria,not_detected
2026-05-06T14:07:53.270682,/taxons/taxon/LYPES/pests,LYPES,pests,RALSSY,Ralstonia syzygii,1,Major host,"* Safni I, Subandiyah S, Fegan M (2018) Ecology, Epidemiology and Disease Management of Ralstonia syzygii in Indonesia. Frontiers in Microbiology 9, 419
------- confirmed host of Ralstonia syzygii subsp. indonesiensis.",RALSSY,Ralstonia syzygii,LYPES,Major host,,eppocode,prefname,ralstonia syzygii,,bacteria,not_detected
2026-05-06T14:07:53.270682,/taxons/taxon/LYPES/pests,LYPES,pests,RPRSV0,Nepovirus rubi,10,Experimental,,RPRSV0,Nepovirus rubi,LYPES,Experimental,,eppocode,prefname,nepovirus rubi,,virus,not_detected
2026-05-06T14:07:53.270682,/taxons/taxon/LYPES/pests,LYPES,pests,SEPTLM,Septoria malagutii,10,Experimental,"* Piglionica V, Malaguti G, Ciccarone A and Boerema GH (1978) La septoriosi della patata. Phytopathologia Mediterranea, 17, 81–89.",SEPTLM,Septoria malagutii,LYPES,Experimental,,eppocode,prefname,septoria malagutii,,fungus,not_detected
2026-05-06T14:07:53.270682,/taxons/taxon/LYPES/pests,LYPES,pests,SLCV00,Begomovirus cucurbitapeponis,9,Host,"* Haj Ahmad F, Odeh W, Anfoka G (2013) First report on the association of Squash leaf curl virus and Watermelon chlorotic stunt virus with tomato yellow leaf curl disease. Plant Disease 7(3), 428. http://dx.doi.org/10.1094/PDIS-08-12-0712-PDN

* Fontenele RS, Bhaskara A, Cobb IN, Majure LC, Salywon AM, Avalos-Calleros JA, Argüello-Astorga GR, Schmidlin K, Roumagnac P, Ribeiro SG, Kraberger S (2021) Identification of the begomoviruses squash leaf curl virus and watermelon chlorotic stunt virus in various plant samples in North America. Viruses 13(5), 810. https://doi.org/10.3390/v13050810",SLCV00,Begomovirus cucurbitapeponis,LYPES,Host,,eppocode,prefname,begomovirus cucurbitapeponis,,virus,not_detected
2026-05-06T14:07:53.270682,/taxons/taxon/LYPES/pests,LYPES,pests,SYNCEN,Synchytrium endobioticum,10,Experimental,"* Hampson MC (1976) Infection of additional hosts of Synchytrium endobioticum, the causal agent of potato wart disease : I. Tomato. Canadian Plant Disease Survey 56, 93-94",SYNCEN,Synchytrium endobioticum,LYPES,Experimental,,eppocode,prefname,synchytrium endobioticum,,fungus,not_detected
2026-05-06T14:07:53.270682,/taxons/taxon/LYPES/pests,LYPES,pests,TASVD0,Pospiviroid apicimpeditum,1,Major host,"* Antignus Y, Lachman O, Pearlsmand M, Gofman R, Bar-Joseph M (2002) A new disease of greenhouse tomatoes in Israel caused by a distinct strain to Tomato apical stunt viroid (TASVd). Phytoparasitica, 30(5), 502-510.",TASVD0,Pospiviroid apicimpeditum,LYPES,Major host,,eppocode,prefname,pospiviroid apicimpeditum,,viroid,not_detected
2026-05-06T14:07:53.270682,/taxons/taxon/LYPES/pests,LYPES,pests,TBRV00,Nepovirus nigranuli,1,Major host,"* Zarzyńska‐Nowak A, Hasiów‐Jaroszewska B, Budzyńska D, Trzmiel K (2020) Genetic variability of Polish tomato black ring virus isolates and their satellite RNAs. Plant Pathology 69(8), 1034– 1041. https://doi.org/10.1111/ppa.13188",TBRV00,Nepovirus nigranuli,LYPES,Major host,,eppocode,prefname,nepovirus nigranuli,,virus,not_detected
2026-05-06T14:07:53.270682,/taxons/taxon/LYPES/pests,LYPES,pests,TBSV00,Tombusvirus lycopersici,9,Host,"* Kim MK, Kwak HR, Jeong SG, Ko SJ, Lee SH, Park JW, Kim KH, Choi HS, Cha BJ (2007) First report on Tomato bushy stunt virus infecting tomato in Korea. The Plant Pathology Journal. 23(3), 143-150.",TBSV00,Tombusvirus lycopersici,LYPES,Host,,eppocode,prefname,tombusvirus lycopersici,,virus,not_detected
2026-05-06T14:07:53.270682,/taxons/taxon/LYPES/pests,LYPES,pests,TCDVD0,Pospiviroid chloronani,1,Major host,"* Ling KS, Verhoeven JTJ, Singh RP, Brown JK (2009) First report of Tomato chlorotic dwarf viroid in greenhouse tomatoes in Arizona. Plant Disease 93(10), p 1075.",TCDVD0,Pospiviroid chloronani,LYPES,Major host,,eppocode,prefname,pospiviroid chloronani,,viroid,not_detected
2026-05-06T14:07:53.270682,/taxons/taxon/LYPES/pests,LYPES,pests,TCSV00,Orthotospovirus tomatoflavi,1,Major host,"* Londoño A, Capobianco H, Zhang S, Polston J (2012) First record of Tomato chlorotic spot virus in the USA. Tropical Plant Pathology 37(5), 333-338.",TCSV00,Orthotospovirus tomatoflavi,LYPES,Major host,,eppocode,prefname,orthotospovirus tomatoflavi,,virus,not_detected
2026-05-06T14:07:53.270682,/taxons/taxon/LYPES/pests,LYPES,pests,TGMV00,Begomovirus solanumaureimusivi,1,Major host,"* Hamilton WD, Sanders RC, Coutts RH, Buck KW (1981) Characterisation of tomato golden mosaic virus as a geminivirus. FEMS Microbiology Letters 11(4), 263-267.",TGMV00,Begomovirus solanumaureimusivi,LYPES,Major host,,eppocode,prefname,begomovirus solanumaureimusivi,,virus,not_detected
2026-05-06T14:07:53.270682,/taxons/taxon/LYPES/pests,LYPES,pests,TICV00,Crinivirus contagichlorosis,1,Major host,"* Anfoka GH, Abhary MK (2007) Occurrence of Tomato infectious chlorosis virus (TICV) in Jordan. EPPO Bulletin 37, 186–190.",TICV00,Crinivirus contagichlorosis,LYPES,Major host,,eppocode,prefname,crinivirus contagichlorosis,,virus,not_detected
2026-05-06T14:07:53.270682,/taxons/taxon/LYPES/pests,LYPES,pests,TLCRV0,Begomovirus solanumflavi,1,Major host,,TLCRV0,Begomovirus solanumflavi,LYPES,Major host,,eppocode,prefname,begomovirus solanumflavi,,virus,not_detected
2026-05-06T14:07:53.270682,/taxons/taxon/LYPES/pests,LYPES,pests,TOANV0,Torradovirus marchitezum,1,Major host,"* Verbeek M, Dullemans AM, Van den Heuvel JF, Maris PC, Van der Vlugt RA (2008) Tomato marchitez virus, a new plant picorna-like virus from tomato related to tomato torrado virus. Archives of virology 153(1), 127-134.
------- confirmed host.",TOANV0,Torradovirus marchitezum,LYPES,Major host,,eppocode,prefname,torradovirus marchitezum,,virus,not_detected
2026-05-06T14:07:53.270682,/taxons/taxon/LYPES/pests,LYPES,pests,TOBRFV,Tobamovirus fructirugosum,1,Major host,"* Luria N, Smith E, Reingold V, Bekelman I, Lapidot M, Levin I, Elad N, Tam Y, Sela N, Abu-Ras A, Ezra N(2017) A new Israeli Tobamovirus isolate infects tomato plants harboring Tm-22 resistance genes. PLoS ONE 12(1): e0170429. https://doi.org/10.1371/journal.pone.0170429
------- confirmed host.

* Jewehan A, Salem N, Tóth Z, Salamon P, Szabó Z (2021) Screening of Solanum (sections Lycopersicon and Juglandifolia) germplasm for reactions to the tomato brown rugose fruit virus (ToBRFV). Journal of Plant Diseases and Protection. https://doi.org/10.1007/s41348-021-00535-x",TOBRFV,Tobamovirus fructirugosum,LYPES,Major host,,eppocode,prefname,tobamovirus fructirugosum,,virus,not_detected
2026-05-06T14:07:53.270682,/taxons/taxon/LYPES/pests,LYPES,pests,TOCHV0,Tomato chocolàte virus,1,Major host,"* Verbeek M, Dullemans A, van den Heuvel H, Maris P, van der Vlugt R (2010) Tomato chocolàte virus: a new plant virus infecting tomato and a proposed member of the genus Torradovirus. Archives of Virology 155, 751-755.",TOCHV0,Tomato chocolàte virus,LYPES,Major host,,eppocode,prefname,tomato chocolate virus,,virus,not_detected
2026-05-06T14:07:53.270682,/taxons/taxon/LYPES/pests,LYPES,pests,TOCV00,Crinivirus tomatichlorosis,1,Major host,"* Shakeel MT, Al‐Saleh MA, Amer MA, Al‐Shahwan IM, Umar M, Dimou N, Orfanidou CG, Zakri AM, Katis NI (2017) Molecular characterization and natural host range of Tomato chlorosis virus in Saudi Arabia. Journal of Plant Pathology 99, 415–421. http://dx.doi.org/10.4454/jpp.v99i2.3860
------- Confirmed host.

* Wisler GC, Li RH, Liu HY, Lowry DS, Duffus JE (1998) Tomato chlorosis virus: A new whitefly‐transmitted, phloem limited, bipartite closterovirus of tomato. Phytopathology, 88, 402–409.",TOCV00,Crinivirus tomatichlorosis,LYPES,Major host,,eppocode,prefname,crinivirus tomatichlorosis,,virus,not_detected
2026-05-06T14:07:53.270682,/taxons/taxon/LYPES/pests,LYPES,pests,TODLCV,Tomato dwarf leaf curl virus,1,Major host,"* Roye, M.E.; Wernecke, M.E.; McLaughlin, W.A.; Nakhla, M.K.; Maxwell, D.P. (1999) Tomato dwarf leaf curl virus, a new bipartite geminivirus associated with tomatoes and peppers in Jamaica and mixed infection with tomato yellow leaf curl virus. Plant Pathology, 48(3), 370-378.",TODLCV,Tomato dwarf leaf curl virus,LYPES,Major host,,eppocode,prefname,tomato dwarf leaf curl virus,,virus,not_detected
2026-05-06T14:07:53.270682,/taxons/taxon/LYPES/pests,LYPES,pests,TOFBV0,Blunervirus solani,1,Major host,"* Ciuffo M, Kinoti WM, Tiberini A, Forgia M, Tomassoli L, Constable FE, Turina M (2020) A new blunervirus infects tomato crops in Italy and Australia. Archives of Virology 165, 2379-2384.",TOFBV0,Blunervirus solani,LYPES,Major host,,eppocode,prefname,blunervirus solani,,virus,not_detected
