eppo_code,iso3,country,distribution_status,presence_weight,scientific_name,taxonomic_group,biological_class,country_faostat,fao_item_name,harvested_area_ha,production_tonnes,yield_value,crop_importance_score_production,crop_importance_score_area,tomato_importance_score,crop_importance_score_production_log,crop_importance_score_area_log,tomato_importance_score_log,n_hosts_total,n_tomato_host_records,host_breadth_score,n_countries_present,geo_breadth_score,regulatory_weight,iefp_t_production,iefp_t_area,iefp_t_integrated,iefp_t_integrated_log_sensitivity,is_present_positive,index_interpretation_note
ACHAFU,JPN,JP,B | X,1.0,,,,Japan,Tomatoes,11100.0,696620.0,62754.48,0.011313040830982796,0.010117149297222705,0.010715095064102752,0.7501199215366877,0.6697325296401049,0.7099262255883962,,,1.0,,0.0,0.75,0.0,0.0,0.0,0.0,True,"IEFP-T exploratorio; nao representa incidencia, severidade ou risco biologico absoluto"
ACHAFU,KEN,KE,X,,,,,Kenya,Tomatoes,30375.0,689141.264,22377.879999999997,0.01119158688804096,0.027685442333616188,0.019438514610828572,0.7495181207504299,0.7421082392922543,0.7458131800213421,,,1.0,,0.0,0.75,,,,,False,"IEFP-T exploratorio; nao representa incidencia, severidade ou risco biologico absoluto"
ACHAFU,LAO,LA,X,,,,,,,,,,,,,,,,,,1.0,,0.0,0.75,,,,,False,"IEFP-T exploratorio; nao representa incidencia, severidade ou risco biologico absoluto"
ACHAFU,LCA,LC,B,1.0,,,,Saint Lucia,Tomatoes,12.2,244.51399999999998,20135.260000000002,3.970883502837885e-06,1.1119749678028558e-05,7.545316590433222e-06,0.30683636367303396,0.18551733925203104,0.2461768514625325,,,1.0,,0.0,0.75,0.0,0.0,0.0,0.0,True,"IEFP-T exploratorio; nao representa incidencia, severidade ou risco biologico absoluto"
ACHAFU,LKA,LK,X,,,,,Sri Lanka,Tomatoes,5953.0,84581.76,14209.460000000001,0.0013735995297814983,0.005425890969942952,0.0033997452498622256,0.6325610903707314,0.6249409082993113,0.6287509993350213,,,1.0,,0.0,0.75,,,,,False,"IEFP-T exploratorio; nao representa incidencia, severidade ou risco biologico absoluto"
ACHAFU,MDG,MG,X,,,,,Madagascar,Tomatoes,4917.6,40901.966,8317.16,0.000664243937046697,0.004482170575137151,0.0025732072560919242,0.5920539423037081,0.6112051993699742,0.6016295708368411,,,1.0,,0.0,0.75,,,,,False,"IEFP-T exploratorio; nao representa incidencia, severidade ou risco biologico absoluto"
ACHAFU,MDV,MV,A,1.0,,,,Maldives,Tomatoes,14.2,233.42600000000002,16127.939999999999,3.790815464690922e-06,1.294265946131193e-05,8.366737463001426e-06,0.3042597285000673,0.19566087675415605,0.24996030262711166,,,1.0,,0.0,0.75,0.0,0.0,0.0,0.0,True,"IEFP-T exploratorio; nao representa incidencia, severidade ou risco biologico absoluto"
ACHAFU,MHL,MH,X,,,,,,,,,,,,,,,,,,1.0,,0.0,0.75,,,,,False,"IEFP-T exploratorio; nao representa incidencia, severidade ou risco biologico absoluto"
ACHAFU,MMR,MM,B,1.0,,,,,,,,,,,,,,,,,1.0,,0.0,0.75,,,,,True,"IEFP-T exploratorio; nao representa incidencia, severidade ou risco biologico absoluto"
ACHAFU,MNP,MP,B,1.0,,,,,,,,,,,,,,,,,1.0,,0.0,0.75,,,,,True,"IEFP-T exploratorio; nao representa incidencia, severidade ou risco biologico absoluto"
ACHAFU,MTQ,MQ,B,1.0,,,,,,,,,,,,,,,,,1.0,,0.0,0.75,,,,,True,"IEFP-T exploratorio; nao representa incidencia, severidade ou risco biologico absoluto"
ACHAFU,MUS,MU,A,1.0,,,,Mauritius,Tomatoes,597.4,15044.439999999999,25504.760000000002,0.0002443202377182263,0.0005445031522667427,0.0003944116949924845,0.5362923967512897,0.4597466312583727,0.4980195140048312,,,1.0,,0.0,0.75,0.0,0.0,0.0,0.0,True,"IEFP-T exploratorio; nao representa incidencia, severidade ou risco biologico absoluto"
ACHAFU,MYS,MY,B | X,1.0,,,,Malaysia,Tomatoes,2178.0,204223.694,93895.16,0.003316572864511694,0.0019851487539955903,0.002650860809253642,0.6817080832312515,0.5526673268471508,0.6171877050392012,,,1.0,,0.0,0.75,0.0,0.0,0.0,0.0,True,"IEFP-T exploratorio; nao representa incidencia, severidade ou risco biologico absoluto"
ACHAFU,MYT,YT,X,,,,,,,,,,,,,,,,,,1.0,,0.0,0.75,,,,,False,"IEFP-T exploratorio; nao representa incidencia, severidade ou risco biologico absoluto"
ACHAFU,NCL,NC,X,,,,,,,,,,,,,,,,,,1.0,,0.0,0.75,,,,,False,"IEFP-T exploratorio; nao representa incidencia, severidade ou risco biologico absoluto"
