iso3,country_faostat,eppo_code,scientific_name,biological_class,distribution_status,presence_weight,regulatory_weight,production_tonnes,harvested_area_ha,host_breadth_score,geo_breadth_score,tomato_importance_score,tomato_importance_score_log,iefp_t_integrated,iefp_t_integrated_log_sensitivity,exposure_class_integrated,exposure_class_log_sensitivity
ISR,Israel,VASALY,,,A,1.0,0.75,328436.0,4887.2,1.0,0.0,0.004894115470511612,0.6594788985497866,0.0,0.0,baixa,baixa
USA,United States of America,RALSSL,Ralstonia solanacearum,bacteria,E | X,0.0,1.0,10932903.8,112002.0,0.07924921793534932,0.6176470588235294,0.1398170308826537,0.8697782750919683,0.0,0.0,baixa,baixa
ECU,Ecuador,ALTRTR,,,B,1.0,0.75,50460.75199999999,1770.2,1.0,0.0,0.0012164675691113752,0.5707660691615649,0.0,0.0,baixa,baixa
ARM,Armenia,RALSSO,Ralstonia solanacearum species complex,bacteria,J,0.0,1.0,184367.82,4270.4,0.18248175182481752,0.8676470588235294,0.00344319618867519,0.6385333850438139,0.0,0.0,baixa,baixa
AUT,Austria,RALSSO,Ralstonia solanacearum species complex,bacteria,E,0.0,1.0,58094.0,200.0,0.18248175182481752,0.8676470588235294,0.0005628659350565593,0.4964619990586406,0.0,0.0,baixa,baixa
BRA,Brazil,ALTRTR,,,B | X,1.0,0.75,3965727.4,55568.2,1.0,0.0,0.05752546687540899,0.8163111427765115,0.0,0.0,baixa,baixa
BLR,Belarus,RALSSO,Ralstonia solanacearum species complex,bacteria,K,0.0,1.0,321138.052,6869.0,0.18248175182481752,0.8676470588235294,0.005738017140908724,0.671087679847537,0.0,0.0,baixa,baixa
GTM,Guatemala,CERTCA,,,B,1.0,0.75,441943.272,8560.2,1.0,0.0,0.007489675890215287,0.6879008725320606,0.0,0.0,baixa,baixa
MLT,Malta,RALSSO,Ralstonia solanacearum species complex,bacteria,H,0.0,1.0,8624.0,0.0,0.18248175182481752,0.8676470588235294,0.00014005291855874886,0.5052700747954554,0.0,0.0,baixa,baixa
MOZ,Mozambique,RALSSO,Ralstonia solanacearum species complex,bacteria,K,0.0,1.0,1219165.116,51855.6,0.18248175182481752,0.8676470588235294,0.03353158140462878,0.780943515590512,0.0,0.0,baixa,baixa
USA,United States of America,BEMITA,,,B | X,1.0,0.75,10932903.8,112002.0,1.0,0.0,0.1398170308826537,0.8697782750919683,0.0,0.0,baixa,baixa
VEN,Venezuela (Bolivarian Republic of),BEMITA,,,A,1.0,0.75,185255.81800000003,8499.0,1.0,0.0,0.005377495766512348,0.6634053742493873,0.0,0.0,baixa,baixa
YEM,Yemen,BEMITA,,,A,1.0,0.75,153769.56,8513.4,1.0,0.0,0.0051283913628248304,0.6582732182336166,0.0,0.0,baixa,baixa
ZAF,South Africa,BEMITA,,,B,1.0,0.75,528746.0,8089.2,1.0,0.0,0.007979862179934807,0.690865692514198,0.0,0.0,baixa,baixa
ZWE,Zimbabwe,BEMITA,,,A,1.0,0.75,419308.862,17501.8,1.0,0.0,0.011380818114783437,0.7121438137150662,0.0,0.0,baixa,baixa
NLD,Netherlands (Kingdom of the),CBCVD0,Cocadviroid rimocitri,viroid,H,0.0,1.0,822896.0,1808.0,0.03336809176225235,0.08823529411764706,0.007505830597178603,0.6493476835840162,0.0,0.0,baixa,baixa
CHN,China,CERTCA,,,J,0.0,0.75,123061709.666,2190435.4,1.0,0.0,1.0,1.0,0.0,0.0,baixa,baixa
COD,Democratic Republic of the Congo,CERTCA,,,A,1.0,0.75,50942.748,6722.8,1.0,0.0,0.003477417101289573,0.6189881786966173,0.0,0.0,baixa,baixa
COG,Congo,CERTCA,,,B,1.0,0.75,3893.3059999999996,824.0,1.0,0.0,0.0004071328701419893,0.471886190863096,0.0,0.0,baixa,baixa
AGO,Angola,CERTCA,,,B,1.0,0.75,670057.8,38542.6,1.0,0.0,0.02300575730061899,0.7535913472412338,0.0,0.0,baixa,baixa
DOM,Dominican Republic,RALSSO,Ralstonia solanacearum species complex,bacteria,K,0.0,1.0,256994.958,6068.8,0.18248175182481752,0.8676470588235294,0.004852505244694693,0.6604242637999652,0.0,0.0,baixa,baixa
EST,Estonia,RALSSO,Ralstonia solanacearum species complex,bacteria,H,0.0,1.0,326.0,6.0,0.18248175182481752,0.8676470588235294,5.381468771060963e-06,0.23136333974561923,0.0,0.0,baixa,baixa
FIN,Finland,RALSSO,Ralstonia solanacearum species complex,bacteria,H,0.0,1.0,36940.0,90.0,0.18248175182481752,0.8676470588235294,0.0003409664680111777,0.45535200565115486,0.0,0.0,baixa,baixa
GAB,Gabon,RALSSO,Ralstonia solanacearum species complex,bacteria,K,0.0,1.0,346.068,41.0,0.18248175182481752,0.8676470588235294,2.14948805557759e-05,0.2974373879893997,0.0,0.0,baixa,baixa
HRV,Croatia,RALSSO,Ralstonia solanacearum species complex,bacteria,H,0.0,1.0,28104.0,430.0,0.18248175182481752,0.8676470588235294,0.0004241659106532799,0.503642195575092,0.0,0.0,baixa,baixa
HTI,Haiti,RALSSO,Ralstonia solanacearum species complex,bacteria,K,0.0,1.0,2302.718,150.2,0.18248175182481752,0.8676470588235294,8.714822018451718e-05,0.3962517440430956,0.0,0.0,baixa,baixa
IRL,Ireland,RALSSO,Ralstonia solanacearum species complex,bacteria,E,0.0,1.0,3602.0,10.0,0.18248175182481752,0.8676470588235294,3.380533873514566e-05,0.314505287052786,0.0,0.0,baixa,baixa
LCA,Saint Lucia,RALSSO,Ralstonia solanacearum species complex,bacteria,K,0.0,1.0,244.51399999999998,12.2,0.18248175182481752,0.8676470588235294,7.545316590433222e-06,0.2461768514625325,0.0,0.0,baixa,baixa
LTU,Lithuania,RALSSO,Ralstonia solanacearum species complex,bacteria,H,0.0,1.0,11984.0,618.0,0.18248175182481752,0.8676470588235294,0.00037894905687952833,0.4928964597336029,0.0,0.0,baixa,baixa
CYP,Cyprus,RALSSO,Ralstonia solanacearum species complex,bacteria,H,0.0,1.0,14068.0,262.0,0.18248175182481752,0.8676470588235294,0.0002336320644996618,0.4665942715680163,0.0,0.0,baixa,baixa
DMA,Dominica,RALSSO,Ralstonia solanacearum species complex,bacteria,K,0.0,1.0,426.742,35.2,0.18248175182481752,0.8676470588235294,1.9506730314345287e-05,0.29792117130217466,0.0,0.0,baixa,baixa
DNK,Denmark,RALSSO,Ralstonia solanacearum species complex,bacteria,H,0.0,1.0,10936.0,30.0,0.18248175182481752,0.8676470588235294,0.00010247160986340529,0.3827071747726346,0.0,0.0,baixa,baixa
GBR,United Kingdom of Great Britain and Northern Ireland,CERTCA,,,D,1.0,0.75,70326.016,196.4,1.0,0.0,0.0006605486894344263,0.5011389618760532,0.0,0.0,baixa,baixa
GIN,Guinea,CERTCA,,,B,1.0,0.75,854518.1140000001,50026.8,1.0,0.0,0.029737231184724273,0.7697456884954608,0.0,0.0,baixa,baixa
GRC,Greece,CERTCA,,,A | X,1.0,0.75,821918.0,11810.0,1.0,0.0,0.012056075197990263,0.7167658836049522,0.0,0.0,baixa,baixa
DNK,Denmark,RALSSL,Ralstonia solanacearum,bacteria,H,0.0,1.0,10936.0,30.0,0.07924921793534932,0.6176470588235294,0.00010247160986340529,0.3827071747726346,0.0,0.0,baixa,baixa
EST,Estonia,RALSSL,Ralstonia solanacearum,bacteria,H,0.0,1.0,326.0,6.0,0.07924921793534932,0.6176470588235294,5.381468771060963e-06,0.23136333974561923,0.0,0.0,baixa,baixa
FIN,Finland,RALSSL,Ralstonia solanacearum,bacteria,H,0.0,1.0,36940.0,90.0,0.07924921793534932,0.6176470588235294,0.0003409664680111777,0.45535200565115486,0.0,0.0,baixa,baixa
HRV,Croatia,RALSSL,Ralstonia solanacearum,bacteria,H,0.0,1.0,28104.0,430.0,0.07924921793534932,0.6176470588235294,0.0004241659106532799,0.503642195575092,0.0,0.0,baixa,baixa
HTI,Haiti,RALSSL,Ralstonia solanacearum,bacteria,K,0.0,1.0,2302.718,150.2,0.07924921793534932,0.6176470588235294,8.714822018451718e-05,0.3962517440430956,0.0,0.0,baixa,baixa
IDN,Indonesia,RALSSL,Ralstonia solanacearum,bacteria,K,0.0,1.0,1132943.058,60064.8,0.07924921793534932,0.6176470588235294,0.036572620248232206,0.7841819390840926,0.0,0.0,baixa,baixa
IRL,Ireland,RALSSL,Ralstonia solanacearum,bacteria,E,0.0,1.0,3602.0,10.0,0.07924921793534932,0.6176470588235294,3.380533873514566e-05,0.314505287052786,0.0,0.0,baixa,baixa
ISR,Israel,RALSSL,Ralstonia solanacearum,bacteria,E,0.0,1.0,328436.0,4887.2,0.07924921793534932,0.6176470588235294,0.004894115470511612,0.6594788985497866,0.0,0.0,baixa,baixa
CAN,Canada,RALSSO,Ralstonia solanacearum species complex,bacteria,E,0.0,1.0,526176.8,6170.4,0.18248175182481752,0.8676470588235294,0.007084550578231836,0.6809972570416858,0.0,0.0,baixa,baixa
LUX,Luxembourg,RALSSL,Ralstonia solanacearum,bacteria,H,0.0,1.0,104.0,0.0,0.07924921793534932,0.6176470588235294,8.444749263746453e-07,0.12973945322835082,0.0,0.0,baixa,baixa
LVA,Latvia,RALSSL,Ralstonia solanacearum,bacteria,H,0.0,1.0,5704.0,0.0,0.07924921793534932,0.6176470588235294,9.263240346232647e-05,0.4822255434258713,0.0,0.0,baixa,baixa
HUN,Hungary,CERTCA,,,D,1.0,0.75,164934.0,1838.0,1.0,0.0,0.0021768830791367446,0.6051325004978212,0.0,0.0,baixa,baixa
IND,India,CERTCA,,,D | K,1.0,0.75,20834644.6,841798.6,1.0,0.0,0.5528070236103583,0.9602662634909727,0.0,0.0,baixa,baixa
IRN,Iran (Islamic Republic of),CERTCA,,,B,1.0,0.75,3544692.5880000005,79149.6,1.0,0.0,0.06485337593297263,0.8258985993944279,0.0,0.0,baixa,baixa
IRQ,Iraq,CERTCA,,,B,1.0,0.75,625424.0,27808.6,1.0,0.0,0.017751554618631715,0.7399352779849104,0.0,0.0,baixa,baixa
ISR,Israel,CERTCA,,,A,1.0,0.75,328436.0,4887.2,1.0,0.0,0.004894115470511612,0.6594788985497866,0.0,0.0,baixa,baixa
ISR,Israel,VERTAA,Verticillium alboatrum sensu lato,fungus,J,0.0,1.0,328436.0,4887.2,0.0020855057351407717,0.3235294117647059,0.004894115470511612,0.6594788985497866,0.0,0.0,baixa,baixa
ITA,Italy,CERTCA,,,A | X,1.0,0.75,6213584.0,100250.0,1.0,0.0,0.09614067539471903,0.850041558885175,0.0,0.0,baixa,baixa
IND,India,ALTRTR,,,B | X,1.0,0.75,20834644.6,841798.6,1.0,0.0,0.5528070236103583,0.9602662634909727,0.0,0.0,baixa,baixa
JAM,Jamaica,CERTCA,,,K,0.0,0.75,26900.6,1446.8,1.0,0.0,0.0008777780282716122,0.5459825215198499,0.0,0.0,baixa,baixa
LTU,Lithuania,RALSSL,Ralstonia solanacearum,bacteria,H,0.0,1.0,11984.0,618.0,0.07924921793534932,0.6176470588235294,0.00037894905687952833,0.4928964597336029,0.0,0.0,baixa,baixa
SEN,Senegal,ALEDDI,,,B,1.0,0.75,150450.6,8160.2,1.0,0.0,0.004940478635675905,0.6561418180192709,0.0,0.0,baixa,baixa
MLT,Malta,RALSSL,Ralstonia solanacearum,bacteria,H,0.0,1.0,8624.0,0.0,0.07924921793534932,0.6176470588235294,0.00014005291855874886,0.5052700747954554,0.0,0.0,baixa,baixa
NOR,Norway,RALSSL,Ralstonia solanacearum,bacteria,H,0.0,1.0,14262.0,39.2,0.07924921793534932,0.6176470588235294,0.0001336712601065154,0.39945172168246457,0.0,0.0,baixa,baixa
PRT,Portugal,ALEDDI,,,B | X,1.0,0.75,1665262.0,17432.0,1.0,0.0,0.02146608703597676,0.7504464136739872,0.0,0.0,baixa,baixa
CRI,Costa Rica,CERTCA,,,A,1.0,0.75,57130.02,1091.2,1.0,0.0,0.0009611827641997228,0.5568460303009553,0.0,0.0,baixa,baixa
CYP,Cyprus,CERTCA,,,A,1.0,0.75,14068.0,262.0,1.0,0.0,0.0002336320644996618,0.4665942715680163,0.0,0.0,baixa,baixa
NLD,Netherlands (Kingdom of the),ALEDDI,,,H,0.0,0.75,822896.0,1808.0,1.0,0.0,0.007505830597178603,0.6493476835840162,0.0,0.0,baixa,baixa
MYS,Malaysia,ALEDDI,,,A | X,1.0,0.75,204223.694,2178.0,1.0,0.0,0.002650860809253642,0.6171877050392012,0.0,0.0,baixa,baixa
CZE,Czechia,CERTCA,,,F,0.0,0.75,13864.0,166.0,1.0,0.0,0.00018822575965297218,0.4498600558946686,0.0,0.0,baixa,baixa
DEU,Germany,CERTCA,,,T,0.5,0.75,103032.0,384.0,1.0,0.0,0.0010116141527935925,0.5358000540621786,0.0,0.0,baixa,baixa
MUS,Mauritius,ALEDDI,,,B,1.0,0.75,15044.439999999999,597.4,1.0,0.0,0.0003944116949924845,0.4980195140048312,0.0,0.0,baixa,baixa
FRA,France,CERTCA,,,B | X,1.0,0.75,697884.0,6068.0,1.0,0.0,0.008432138175068209,0.6882686951116792,0.0,0.0,baixa,baixa
IND,India,ALEDDI,,,A | X,1.0,0.75,20834644.6,841798.6,1.0,0.0,0.5528070236103583,0.9602662634909727,0.0,0.0,baixa,baixa
ESP,Spain,ALEDDI,,,B | X,1.0,0.75,4252392.0,52460.0,1.0,0.0,0.058436677395416504,0.8161875135645745,0.0,0.0,baixa,baixa
DOM,Dominican Republic,CERTCA,,,E,0.0,0.75,256994.958,6068.8,1.0,0.0,0.004852505244694693,0.6604242637999652,0.0,0.0,baixa,baixa
AUS,Australia,ALEDDI,,,C,1.0,0.75,394038.08999999997,4957.8,1.0,0.0,0.005458975598597841,0.665070990288016,0.0,0.0,baixa,baixa
DZA,Algeria,CERTCA,,,A,1.0,0.75,1679590.336,25167.2,1.0,0.0,0.025107575364204285,0.7638866593684466,0.0,0.0,baixa,baixa
PRT,Portugal,AGROSE,,,A | X,1.0,0.75,1665262.0,17432.0,1.0,0.0,0.02146608703597676,0.7504464136739872,0.0,0.0,baixa,baixa
ECU,Ecuador,CERTCA,,,B,1.0,0.75,50460.75199999999,1770.2,1.0,0.0,0.0012164675691113752,0.5707660691615649,0.0,0.0,baixa,baixa
EGY,Egypt,CERTCA,,,A,1.0,0.75,6777502.452,161718.6,1.0,0.0,0.12873259379045981,0.8696540714085086,0.0,0.0,baixa,baixa
ESP,Spain,CERTCA,,,A | B | X,1.0,0.75,4252392.0,52460.0,1.0,0.0,0.058436677395416504,0.8161875135645745,0.0,0.0,baixa,baixa
ISR,Israel,AGROSE,,,A,1.0,0.75,328436.0,4887.2,1.0,0.0,0.004894115470511612,0.6594788985497866,0.0,0.0,baixa,baixa
FIN,Finland,AGROSE,,,B,1.0,0.75,36940.0,90.0,1.0,0.0,0.0003409664680111777,0.45535200565115486,0.0,0.0,baixa,baixa
MDV,Maldives,ALEDDI,,,A,1.0,0.75,233.42600000000002,14.2,1.0,0.0,8.366737463001426e-06,0.24996030262711166,0.0,0.0,baixa,baixa
MKD,North Macedonia,PSDMAC,,,C,1.0,0.75,138509.2,5579.2,1.0,0.0,0.003667282512571828,0.6401694721505398,0.0,0.0,baixa,baixa
NIC,Nicaragua,PSDMAC,,,E,0.0,0.75,84830.265,1650.0,1.0,0.0,0.0014407678989718582,0.5827204237188854,0.0,0.0,baixa,baixa
CHN,China,AFCVD0,Apple fruit crinkle viroid,viroid,K,0.0,1.0,123061709.666,2190435.4,0.0072992700729927005,0.029411764705882353,1.0,1.0,0.0,0.0,baixa,baixa
NLD,Netherlands (Kingdom of the),PSDMAC,,,H,0.0,0.75,822896.0,1808.0,1.0,0.0,0.007505830597178603,0.6493476835840162,0.0,0.0,baixa,baixa
VUT,Vanuatu,ACHAFU,,,B,1.0,0.75,500.6666666666667,50.0,1.0,0.0,2.6851761199422634e-05,0.31468767595837055,0.0,0.0,baixa,baixa
RUS,Russian Federation,PSDMAC,,,C,1.0,0.75,2869625.836,77921.4,1.0,0.0,0.058812142390811895,0.8194467699743464,0.0,0.0,baixa,baixa
SRB,Serbia,PSDMAC,,,D,1.0,0.75,135349.66999999998,7620.6,1.0,0.0,0.004571949291007722,0.650734023416973,0.0,0.0,baixa,baixa
TUR,Türkiye,PSDMAC,,,E,0.0,0.75,13443254.6,169401.4,1.0,0.0,0.1863594388651923,0.8904148484451926,0.0,0.0,baixa,baixa
USA,United States of America,PSDMAC,,,B | C | D | X,1.0,0.75,10932903.8,112002.0,1.0,0.0,0.1398170308826537,0.8697782750919683,0.0,0.0,baixa,baixa
USA,United States of America,ACHAFU,,,B | C | X,1.0,0.75,10932903.8,112002.0,1.0,0.0,0.1398170308826537,0.8697782750919683,0.0,0.0,baixa,baixa
TWN,"China, Taiwan Province of",ACHAFU,,,B,1.0,0.75,91694.562,3855.8,1.0,0.0,0.00250174925572971,0.6153915203295057,0.0,0.0,baixa,baixa
TTO,Trinidad and Tobago,ACHAFU,,,C,1.0,0.75,2013.096,161.4,1.0,0.0,8.990065106687912e-05,0.3950752783277247,0.0,0.0,baixa,baixa
THA,Thailand,ACHAFU,,,B,1.0,0.75,135453.0,6287.6,1.0,0.0,0.0039653036402876,0.6438439965429064,0.0,0.0,baixa,baixa
SYC,Seychelles,ACHAFU,,,A,1.0,0.75,450.264,68.6,1.0,0.0,3.4919024497243964e-05,0.32291418251146997,0.0,0.0,baixa,baixa
PNG,Papua New Guinea,ACHAFU,,,B,1.0,0.75,547.42,134.4,1.0,0.0,6.569479241251364e-05,0.3522735002853222,0.0,0.0,baixa,baixa
URY,Uruguay,PSTVD0,Pospiviroid fusituberis,viroid,H,0.0,1.0,36344.608,467.4,0.07090719499478623,0.39705882352941174,0.0005081234520700786,0.5138017075962088,0.0,0.0,baixa,baixa
NZL,New Zealand,ACHAFU,,,J,0.0,0.75,51398.490000000005,435.8,1.0,0.0,0.0006159592522206266,0.5209516887518878,0.0,0.0,baixa,baixa
NIC,Nicaragua,ACHAFU,,,T,0.5,0.75,84830.265,1650.0,1.0,0.0,0.0014407678989718582,0.5827204237188854,0.0,0.0,baixa,baixa
DNK,Denmark,PRODOR,,,F,0.0,0.75,10936.0,30.0,1.0,0.0,0.00010247160986340529,0.3827071747726346,0.0,0.0,baixa,baixa
JPN,Japan,PRODOR,,,F,0.0,0.75,696620.0,11100.0,1.0,0.0,0.010715095064102752,0.7099262255883962,0.0,0.0,baixa,baixa
NLD,Netherlands (Kingdom of the),PRODOR,,,H,0.0,0.75,822896.0,1808.0,1.0,0.0,0.007505830597178603,0.6493476835840162,0.0,0.0,baixa,baixa
BRA,Brazil,ACHAFU,,,A | X,1.0,0.75,3965727.4,55568.2,1.0,0.0,0.05752546687540899,0.8163111427765115,0.0,0.0,baixa,baixa
ATG,Antigua and Barbuda,ACHAFU,,,T,0.5,0.75,72.664,14.0,1.0,0.0,6.9702123765887885e-06,0.2172127551829398,0.0,0.0,baixa,baixa
SVK,Slovakia,PRODOR,,,H,0.0,0.75,18388.0,232.0,1.0,0.0,0.00025503843037444487,0.4697051013742836,0.0,0.0,baixa,baixa
USA,United States of America,PRODOR,,,B | X,1.0,0.75,10932903.8,112002.0,1.0,0.0,0.1398170308826537,0.8697782750919683,0.0,0.0,baixa,baixa
CAN,Canada,PRODPR,,,B,1.0,0.75,526176.8,6170.4,1.0,0.0,0.007084550578231836,0.6809972570416858,0.0,0.0,baixa,baixa
USA,United States of America,PRODPR,,,B | X,1.0,0.75,10932903.8,112002.0,1.0,0.0,0.1398170308826537,0.8697782750919683,0.0,0.0,baixa,baixa
AUS,Australia,PSDMAC,,,C,1.0,0.75,394038.08999999997,4957.8,1.0,0.0,0.005458975598597841,0.665070990288016,0.0,0.0,baixa,baixa
BRA,Brazil,PSDMAC,,,B | X,1.0,0.75,3965727.4,55568.2,1.0,0.0,0.05752546687540899,0.8163111427765115,0.0,0.0,baixa,baixa
CHN,China,PSDMAC,,,K | X,0.0,0.75,123061709.666,2190435.4,1.0,0.0,1.0,1.0,0.0,0.0,baixa,baixa
GRC,Greece,PSDMAC,,,T,0.5,0.75,821918.0,11810.0,1.0,0.0,0.012056075197990263,0.7167658836049522,0.0,0.0,baixa,baixa
PHL,Philippines,ACHAFU,,,B,1.0,0.75,218742.69,15548.2,1.0,0.0,0.008861921444580296,0.6897491081654186,0.0,0.0,baixa,baixa
NLD,Netherlands (Kingdom of the),XANTGA,Xanthomonas hortorum pv. gardneri,bacteria,H,0.0,1.0,822896.0,1808.0,0.009384775808133473,0.04411764705882353,0.007505830597178603,0.6493476835840162,0.0,0.0,baixa,baixa
DNK,Denmark,PSDMS3,Ralstonia solanacearum race 3 (no longer in use),bacteria,F,0.0,1.0,10936.0,30.0,0.004171011470281543,0.5147058823529411,0.00010247160986340529,0.3827071747726346,0.0,0.0,baixa,baixa
EST,Estonia,PSDMS3,Ralstonia solanacearum race 3 (no longer in use),bacteria,H,0.0,1.0,326.0,6.0,0.004171011470281543,0.5147058823529411,5.381468771060963e-06,0.23136333974561923,0.0,0.0,baixa,baixa
FIN,Finland,PSDMS3,Ralstonia solanacearum race 3 (no longer in use),bacteria,H,0.0,1.0,36940.0,90.0,0.004171011470281543,0.5147058823529411,0.0003409664680111777,0.45535200565115486,0.0,0.0,baixa,baixa
NLD,Netherlands (Kingdom of the),XANTEU,Xanthomonas euvesicatoria pv. euvesicatoria,bacteria,H,0.0,1.0,822896.0,1808.0,0.011470281543274244,0.07352941176470588,0.007505830597178603,0.6493476835840162,0.0,0.0,baixa,baixa
HRV,Croatia,PSDMS3,Ralstonia solanacearum race 3 (no longer in use),bacteria,H,0.0,1.0,28104.0,430.0,0.004171011470281543,0.5147058823529411,0.0004241659106532799,0.503642195575092,0.0,0.0,baixa,baixa
SUR,Suriname,CERTCA,,,H,0.0,0.75,650.8979999999999,44.2,1.0,0.0,2.542841311131397e-05,0.31764998893956636,0.0,0.0,baixa,baixa
SVK,Slovakia,CERTCA,,,F,0.0,0.75,18388.0,232.0,1.0,0.0,0.00025503843037444487,0.4697051013742836,0.0,0.0,baixa,baixa
SVN,Slovenia,CERTCA,,,B,1.0,0.75,9458.0,218.0,1.0,0.0,0.00017614708178174555,0.44894501868791753,0.0,0.0,baixa,baixa
SWE,Sweden,CERTCA,,,F,0.0,0.75,17480.0,44.0,1.0,0.0,0.0001619887548567786,0.4091782166676339,0.0,0.0,baixa,baixa
SYC,Seychelles,CERTCA,,,B,1.0,0.75,450.264,68.6,1.0,0.0,3.4919024497243964e-05,0.32291418251146997,0.0,0.0,baixa,baixa
SYR,Syrian Arab Republic,CERTCA,,,A,1.0,0.75,742004.38,13918.8,1.0,0.0,0.012368218539911956,0.7198203462144319,0.0,0.0,baixa,baixa
TUN,Tunisia,CERTCA,,,A,1.0,0.75,1347012.7859999998,22036.6,1.0,0.0,0.0209803615410665,0.7529599870782407,0.0,0.0,baixa,baixa
TUR,Türkiye,CERTCA,,,A,1.0,0.75,13443254.6,169401.4,1.0,0.0,0.1863594388651923,0.8904148484451926,0.0,0.0,baixa,baixa
TZA,United Republic of Tanzania,CERTCA,,,A,1.0,0.75,548753.962,41954.2,1.0,0.0,0.023575535808012034,0.7510728906724162,0.0,0.0,baixa,baixa
NLD,Netherlands (Kingdom of the),AFCVD0,Apple fruit crinkle viroid,viroid,G,0.0,1.0,822896.0,1808.0,0.0072992700729927005,0.029411764705882353,0.007505830597178603,0.6493476835840162,0.0,0.0,baixa,baixa
URY,Uruguay,CERTCA,,,A,1.0,0.75,36344.608,467.4,1.0,0.0,0.0005081234520700786,0.5138017075962088,0.0,0.0,baixa,baixa
USA,United States of America,CERTCA,,,A | B | E | T,1.0,0.75,10932903.8,112002.0,1.0,0.0,0.1398170308826537,0.8697782750919683,0.0,0.0,baixa,baixa
ZAF,South Africa,CERTCA,,,A,1.0,0.75,528746.0,8089.2,1.0,0.0,0.007979862179934807,0.690865692514198,0.0,0.0,baixa,baixa
ZWE,Zimbabwe,CERTCA,,,A,1.0,0.75,419308.862,17501.8,1.0,0.0,0.011380818114783437,0.7121438137150662,0.0,0.0,baixa,baixa
AGO,Angola,CERTCO,,,B,1.0,0.75,670057.8,38542.6,1.0,0.0,0.02300575730061899,0.7535913472412338,0.0,0.0,baixa,baixa
BEL,Belgium,CERTCO,,,F,0.0,0.75,293306.0,622.0,1.0,0.0,0.0026650928824086574,0.5822672005644689,0.0,0.0,baixa,baixa
NLD,Netherlands (Kingdom of the),XANTVE,Xanthomonas vesicatoria,bacteria,H,0.0,1.0,822896.0,1808.0,0.006256517205422315,0.5441176470588235,0.007505830597178603,0.6493476835840162,0.0,0.0,baixa,baixa
CHE,Switzerland,PSDMS1,Ralstonia solanacearum race 1 (no longer in use),bacteria,E,0.0,0.75,36543.8,178.6,0.016684045881126174,0.029411764705882353,0.00037812679503946564,0.4794927904383896,0.0,0.0,baixa,baixa
NLD,Netherlands (Kingdom of the),PSDMS1,Ralstonia solanacearum race 1 (no longer in use),bacteria,E,0.0,0.75,822896.0,1808.0,0.016684045881126174,0.029411764705882353,0.007505830597178603,0.6493476835840162,0.0,0.0,baixa,baixa
AUT,Austria,PSDMS3,Ralstonia solanacearum race 3 (no longer in use),bacteria,E,0.0,1.0,58094.0,200.0,0.004171011470281543,0.5147058823529411,0.0005628659350565593,0.4964619990586406,0.0,0.0,baixa,baixa
CHE,Switzerland,XANTVE,Xanthomonas vesicatoria,bacteria,K,0.0,1.0,36543.8,178.6,0.006256517205422315,0.5441176470588235,0.00037812679503946564,0.4794927904383896,0.0,0.0,baixa,baixa
BLR,Belarus,PSDMS3,Ralstonia solanacearum race 3 (no longer in use),bacteria,K,0.0,1.0,321138.052,6869.0,0.004171011470281543,0.5147058823529411,0.005738017140908724,0.671087679847537,0.0,0.0,baixa,baixa
CHE,Switzerland,PSDMS3,Ralstonia solanacearum race 3 (no longer in use),bacteria,F,0.0,1.0,36543.8,178.6,0.004171011470281543,0.5147058823529411,0.00037812679503946564,0.4794927904383896,0.0,0.0,baixa,baixa
JPN,Japan,PSDMAC,,,E,0.0,0.75,696620.0,11100.0,1.0,0.0,0.010715095064102752,0.7099262255883962,0.0,0.0,baixa,baixa
USA,United States of America,ZONOEL,,,A | B | X,1.0,0.75,10932903.8,112002.0,1.0,0.0,0.1398170308826537,0.8697782750919683,0.0,0.0,baixa,baixa
UKR,Ukraine,CERTCA,,,T,0.5,0.75,1821342.0,63860.0,1.0,0.0,0.04389196287620602,0.7996193628072672,0.0,0.0,baixa,baixa
NLD,Netherlands (Kingdom of the),PRODER,,,H,0.0,0.75,822896.0,1808.0,1.0,0.0,0.007505830597178603,0.6493476835840162,0.0,0.0,baixa,baixa
PER,Peru,PRODER,,,B,1.0,0.75,230072.7,5347.0,1.0,0.0,0.004304953752739774,0.6527879810912316,0.0,0.0,baixa,baixa
PRY,Paraguay,PRODER,,,B,1.0,0.75,50436.65,1491.0,1.0,0.0,0.0010890327591740086,0.564585904215279,0.0,0.0,baixa,baixa
SVN,Slovenia,PRODER,,,G,0.0,0.75,9458.0,218.0,1.0,0.0,0.00017614708178174555,0.44894501868791753,0.0,0.0,baixa,baixa
TTO,Trinidad and Tobago,PRODER,,,B,1.0,0.75,2013.096,161.4,1.0,0.0,8.990065106687912e-05,0.3950752783277247,0.0,0.0,baixa,baixa
USA,United States of America,PRODER,,,B | T | X,1.0,0.75,10932903.8,112002.0,1.0,0.0,0.1398170308826537,0.8697782750919683,0.0,0.0,baixa,baixa
AUS,Australia,PRODLI,,,B | H | X,1.0,0.75,394038.08999999997,4957.8,1.0,0.0,0.005458975598597841,0.665070990288016,0.0,0.0,baixa,baixa
BGD,Bangladesh,PRODLI,,,A,1.0,0.75,453260.0,29974.4,1.0,0.0,0.017340605839786992,0.7336559317921919,0.0,0.0,baixa,baixa
