iso3,country_faostat,eppo_code,scientific_name,biological_class,distribution_status,presence_weight,regulatory_weight,production_tonnes,harvested_area_ha,host_breadth_score,geo_breadth_score,tomato_importance_score,tomato_importance_score_log,iefp_t_integrated,iefp_t_integrated_log_sensitivity,exposure_class_integrated,exposure_class_log_sensitivity
PRT,Portugal,PLAAST,,,C,1.0,0.75,1665262.0,17432.0,1.0,0.0,0.02146608703597676,0.7504464136739872,0.0,0.0,baixa,baixa
ITA,Italy,POPIJA,,,B | K,1.0,0.75,6213584.0,100250.0,1.0,0.0,0.09614067539471903,0.850041558885175,0.0,0.0,baixa,baixa
GBR,United Kingdom of Great Britain and Northern Ireland,PMTV00,,,A,1.0,0.75,70326.016,196.4,1.0,0.0,0.0006605486894344263,0.5011389618760532,0.0,0.0,baixa,baixa
AUS,Australia,PHTOOP,,,A | B | X,1.0,0.75,394038.08999999997,4957.8,1.0,0.0,0.005458975598597841,0.665070990288016,0.0,0.0,baixa,baixa
ARG,Argentina,PHTOOP,,,A,1.0,0.75,1358764.696,18934.2,1.0,0.0,0.019661937649036645,0.7477475498407059,0.0,0.0,baixa,baixa
USA,United States of America,PHRDMU,,,B | X,1.0,0.75,10932903.8,112002.0,1.0,0.0,0.1398170308826537,0.8697782750919683,0.0,0.0,baixa,baixa
NLD,Netherlands (Kingdom of the),PHRDMU,,,G,0.0,0.75,822896.0,1808.0,1.0,0.0,0.007505830597178603,0.6493476835840162,0.0,0.0,baixa,baixa
SVN,Slovenia,PHOMAN,,,G,0.0,0.75,9458.0,218.0,1.0,0.0,0.00017614708178174555,0.44894501868791753,0.0,0.0,baixa,baixa
NLD,Netherlands (Kingdom of the),PHOMAN,,,G,0.0,0.75,822896.0,1808.0,1.0,0.0,0.007505830597178603,0.6493476835840162,0.0,0.0,baixa,baixa
COL,Colombia,PHOMAN,,,J,0.0,0.75,871160.9820000001,17423.2,1.0,0.0,0.015014015108399876,0.7323663239676623,0.0,0.0,baixa,baixa
VEN,Venezuela (Bolivarian Republic of),PHMPOM,,,K,0.0,0.75,185255.81800000003,8499.0,1.0,0.0,0.005377495766512348,0.6634053742493873,0.0,0.0,baixa,baixa
UZB,Uzbekistan,PHMPOM,,,J,0.0,0.75,2167193.612,63097.4,1.0,0.0,0.04635272334314086,0.8040341958886231,0.0,0.0,baixa,baixa
USA,United States of America,PHMPOM,,,B | J | X,1.0,0.75,10932903.8,112002.0,1.0,0.0,0.1398170308826537,0.8697782750919683,0.0,0.0,baixa,baixa
YEM,Yemen,PHTOOP,,,A,1.0,0.75,153769.56,8513.4,1.0,0.0,0.0051283913628248304,0.6582732182336166,0.0,0.0,baixa,baixa
RUS,Russian Federation,PHMPOM,,,J,0.0,0.75,2869625.836,77921.4,1.0,0.0,0.058812142390811895,0.8194467699743464,0.0,0.0,baixa,baixa
PAK,Pakistan,PHMPOM,,,K,0.0,0.75,749874.0,65728.4,1.0,0.0,0.03604317614739318,0.7759171895613628,0.0,0.0,baixa,baixa
ESP,Spain,PHTOOP,,,A | G | X,1.0,0.75,4252392.0,52460.0,1.0,0.0,0.058436677395416504,0.8161875135645745,0.0,0.0,baixa,baixa
ECU,Ecuador,PHTOOP,,,B,1.0,0.75,50460.75199999999,1770.2,1.0,0.0,0.0012164675691113752,0.5707660691615649,0.0,0.0,baixa,baixa
DZA,Algeria,PHTOOP,,,A,1.0,0.75,1679590.336,25167.2,1.0,0.0,0.025107575364204285,0.7638866593684466,0.0,0.0,baixa,baixa
DNK,Denmark,PHTOOP,,,F,0.0,0.75,10936.0,30.0,1.0,0.0,0.00010247160986340529,0.3827071747726346,0.0,0.0,baixa,baixa
DEU,Germany,PHTOOP,,,F,0.0,0.75,103032.0,384.0,1.0,0.0,0.0010116141527935925,0.5358000540621786,0.0,0.0,baixa,baixa
CZE,Czechia,PHTOOP,,,F,0.0,0.75,13864.0,166.0,1.0,0.0,0.00018822575965297218,0.4498600558946686,0.0,0.0,baixa,baixa
CYP,Cyprus,PHTOOP,,,A,1.0,0.75,14068.0,262.0,1.0,0.0,0.0002336320644996618,0.4665942715680163,0.0,0.0,baixa,baixa
CRI,Costa Rica,PHTOOP,,,A,1.0,0.75,57130.02,1091.2,1.0,0.0,0.0009611827641997228,0.5568460303009553,0.0,0.0,baixa,baixa
SOM,Somalia,PHMPOM,,,K,0.0,0.75,7234.0,4793.0,1.0,0.0,0.0022430413749096275,0.5524162131241659,0.0,0.0,baixa,baixa
USA,United States of America,PHENHI,,,B | C | H | X,1.0,0.75,10932903.8,112002.0,1.0,0.0,0.1398170308826537,0.8697782750919683,0.0,0.0,baixa,baixa
TUN,Tunisia,PHENHI,,,B,1.0,0.75,1347012.7859999998,22036.6,1.0,0.0,0.0209803615410665,0.7529599870782407,0.0,0.0,baixa,baixa
SUR,Suriname,PHENHI,,,B,1.0,0.75,650.8979999999999,44.2,1.0,0.0,2.542841311131397e-05,0.31764998893956636,0.0,0.0,baixa,baixa
NLD,Netherlands (Kingdom of the),PHMPOM,,,G,0.0,0.75,822896.0,1808.0,1.0,0.0,0.007505830597178603,0.6493476835840162,0.0,0.0,baixa,baixa
MWI,Malawi,PHMPOM,,,K,0.0,0.75,705687.922,28190.6,1.0,0.0,0.018577381633911143,0.7437917165283847,0.0,0.0,baixa,baixa
MEX,Mexico,PHMPOM,,,B,1.0,0.75,4263483.324,88381.8,1.0,0.0,0.07489728856849498,0.8350118884549125,0.0,0.0,baixa,baixa
LBY,Libya,PHMPOM,,,K,0.0,0.75,222882.604,10651.2,1.0,0.0,0.006663840042110509,0.6766739697314704,0.0,0.0,baixa,baixa
CHN,China,ACHAFU,,,A | B | X,1.0,0.75,123061709.666,2190435.4,1.0,0.0,1.0,1.0,0.0,0.0,baixa,baixa
DOM,Dominican Republic,PHMPOM,,,K,0.0,0.75,256994.958,6068.8,1.0,0.0,0.004852505244694693,0.6604242637999652,0.0,0.0,baixa,baixa
COL,Colombia,PHMPOM,,,K,0.0,0.75,871160.9820000001,17423.2,1.0,0.0,0.015014015108399876,0.7323663239676623,0.0,0.0,baixa,baixa
AUT,Austria,PHTOOP,,,G,0.0,0.75,58094.0,200.0,1.0,0.0,0.0005628659350565593,0.4964619990586406,0.0,0.0,baixa,baixa
ARG,Argentina,PHMPOM,,,J,0.0,0.75,1358764.696,18934.2,1.0,0.0,0.019661937649036645,0.7477475498407059,0.0,0.0,baixa,baixa
TUR,Türkiye,PHENSO,,,B,1.0,0.75,13443254.6,169401.4,1.0,0.0,0.1863594388651923,0.8904148484451926,0.0,0.0,baixa,baixa
TUN,Tunisia,PHENSO,,,B,1.0,0.75,1347012.7859999998,22036.6,1.0,0.0,0.0209803615410665,0.7529599870782407,0.0,0.0,baixa,baixa
NLD,Netherlands (Kingdom of the),PHENSO,,,F,0.0,0.75,822896.0,1808.0,1.0,0.0,0.007505830597178603,0.6493476835840162,0.0,0.0,baixa,baixa
LKA,Sri Lanka,PHENSO,,,C,1.0,0.75,84581.76,5953.0,1.0,0.0,0.0033997452498622256,0.6287509993350213,0.0,0.0,baixa,baixa
ITA,Italy,PHENSO,,,B,1.0,0.75,6213584.0,100250.0,1.0,0.0,0.09614067539471903,0.850041558885175,0.0,0.0,baixa,baixa
ISR,Israel,PHENSO,,,A,1.0,0.75,328436.0,4887.2,1.0,0.0,0.004894115470511612,0.6594788985497866,0.0,0.0,baixa,baixa
IRN,Iran (Islamic Republic of),PHENSO,,,B,1.0,0.75,3544692.5880000005,79149.6,1.0,0.0,0.06485337593297263,0.8258985993944279,0.0,0.0,baixa,baixa
BGD,Bangladesh,PHTOOP,,,A,1.0,0.75,453260.0,29974.4,1.0,0.0,0.017340605839786992,0.7336559317921919,0.0,0.0,baixa,baixa
BEL,Belgium,PHTOOP,,,B,1.0,0.75,293306.0,622.0,1.0,0.0,0.0026650928824086574,0.5822672005644689,0.0,0.0,baixa,baixa
BRA,Brazil,PHMPOM,,,K,0.0,0.75,3965727.4,55568.2,1.0,0.0,0.05752546687540899,0.8163111427765115,0.0,0.0,baixa,baixa
VEN,Venezuela (Bolivarian Republic of),PHTOOP,,,A,1.0,0.75,185255.81800000003,8499.0,1.0,0.0,0.005377495766512348,0.6634053742493873,0.0,0.0,baixa,baixa
UZB,Uzbekistan,PHTOOP,,,B,1.0,0.75,2167193.612,63097.4,1.0,0.0,0.04635272334314086,0.8040341958886231,0.0,0.0,baixa,baixa
USA,United States of America,PHTOOP,,,A | D | X,1.0,0.75,10932903.8,112002.0,1.0,0.0,0.1398170308826537,0.8697782750919683,0.0,0.0,baixa,baixa
URY,Uruguay,PHTOOP,,,A,1.0,0.75,36344.608,467.4,1.0,0.0,0.0005081234520700786,0.5138017075962088,0.0,0.0,baixa,baixa
UKR,Ukraine,PHTOOP,,,B,1.0,0.75,1821342.0,63860.0,1.0,0.0,0.04389196287620602,0.7996193628072672,0.0,0.0,baixa,baixa
TUR,Türkiye,PHTOOP,,,B,1.0,0.75,13443254.6,169401.4,1.0,0.0,0.1863594388651923,0.8904148484451926,0.0,0.0,baixa,baixa
TUN,Tunisia,PHTOOP,,,A,1.0,0.75,1347012.7859999998,22036.6,1.0,0.0,0.0209803615410665,0.7529599870782407,0.0,0.0,baixa,baixa
SWE,Sweden,PHTOOP,,,F,0.0,0.75,17480.0,44.0,1.0,0.0,0.0001619887548567786,0.4091782166676339,0.0,0.0,baixa,baixa
SVK,Slovakia,PHTOOP,,,F,0.0,0.75,18388.0,232.0,1.0,0.0,0.00025503843037444487,0.4697051013742836,0.0,0.0,baixa,baixa
SRB,Serbia,PHTOOP,,,B,1.0,0.75,135349.66999999998,7620.6,1.0,0.0,0.004571949291007722,0.650734023416973,0.0,0.0,baixa,baixa
COL,Colombia,PHTOOP,,,A,1.0,0.75,871160.9820000001,17423.2,1.0,0.0,0.015014015108399876,0.7323663239676623,0.0,0.0,baixa,baixa
ROU,Romania,PHTOOP,,,C,1.0,0.75,361214.0,17648.0,1.0,0.0,0.010975718022072107,0.708285335292181,0.0,0.0,baixa,baixa
PYF,French Polynesia,PHTOOP,,,B,1.0,0.75,843.266,48.8,1.0,0.0,2.9086778137444056e-05,0.3283426590259064,0.0,0.0,baixa,baixa
PRY,Paraguay,PHTOOP,,,B,1.0,0.75,50436.65,1491.0,1.0,0.0,0.0010890327591740086,0.564585904215279,0.0,0.0,baixa,baixa
PRT,Portugal,PHTOOP,,,A | X,1.0,0.75,1665262.0,17432.0,1.0,0.0,0.02146608703597676,0.7504464136739872,0.0,0.0,baixa,baixa
PER,Peru,PHTOOP,,,A,1.0,0.75,230072.7,5347.0,1.0,0.0,0.004304953752739774,0.6527879810912316,0.0,0.0,baixa,baixa
SVN,Slovenia,PHYP30,Peach rosette phytoplasma,phytoplasma,G,0.0,1.0,9458.0,218.0,0.013555787278415016,0.014705882352941176,0.00017614708178174555,0.44894501868791753,0.0,0.0,baixa,baixa
ITA,Italy,PHYP30,Peach rosette phytoplasma,phytoplasma,J,0.0,1.0,6213584.0,100250.0,0.013555787278415016,0.014705882352941176,0.09614067539471903,0.850041558885175,0.0,0.0,baixa,baixa
ISR,Israel,PHYP01,Tomato big bud phytoplasma,phytoplasma,G,0.0,0.75,328436.0,4887.2,0.0010427528675703858,0.014705882352941176,0.004894115470511612,0.6594788985497866,0.0,0.0,baixa,baixa
ZWE,Zimbabwe,PHTOOP,,,A,1.0,0.75,419308.862,17501.8,1.0,0.0,0.011380818114783437,0.7121438137150662,0.0,0.0,baixa,baixa
ZAF,South Africa,PHTOOP,,,A,1.0,0.75,528746.0,8089.2,1.0,0.0,0.007979862179934807,0.690865692514198,0.0,0.0,baixa,baixa
RUS,Russian Federation,PHTOOP,,,C | F,1.0,0.75,2869625.836,77921.4,1.0,0.0,0.058812142390811895,0.8194467699743464,0.0,0.0,baixa,baixa
CHN,China,PHTOOP,,,A | X,1.0,0.75,123061709.666,2190435.4,1.0,0.0,1.0,1.0,0.0,0.0,baixa,baixa
CHL,Chile,PHTOOP,,,B,1.0,0.75,818021.918,11961.6,1.0,0.0,0.012093527483006515,0.7170919241590523,0.0,0.0,baixa,baixa
CHE,Switzerland,PHTOOP,,,D,1.0,0.75,36543.8,178.6,1.0,0.0,0.00037812679503946564,0.4794927904383896,0.0,0.0,baixa,baixa
CAN,Canada,PHTOOP,,,D,1.0,0.75,526176.8,6170.4,1.0,0.0,0.007084550578231836,0.6809972570416858,0.0,0.0,baixa,baixa
BRA,Brazil,PHTOOP,,,A | X,1.0,0.75,3965727.4,55568.2,1.0,0.0,0.05752546687540899,0.8163111427765115,0.0,0.0,baixa,baixa
BOL,Bolivia (Plurinational State of),PHTOOP,,,A,1.0,0.75,81150.204,5137.2,1.0,0.0,0.003000098732249558,0.6222988267016594,0.0,0.0,baixa,baixa
BGR,Bulgaria,PHTOOP,,,B,1.0,0.75,120492.0,3198.0,1.0,0.0,0.0024358055335498025,0.6162826553720385,0.0,0.0,baixa,baixa
NZL,New Zealand,PHTOOP,,,A,1.0,0.75,51398.490000000005,435.8,1.0,0.0,0.0006159592522206266,0.5209516887518878,0.0,0.0,baixa,baixa
NLD,Netherlands (Kingdom of the),PHTOOP,,,D,1.0,0.75,822896.0,1808.0,1.0,0.0,0.007505830597178603,0.6493476835840162,0.0,0.0,baixa,baixa
MLT,Malta,PHTOOP,,,A,1.0,0.75,8624.0,0.0,1.0,0.0,0.00014005291855874886,0.5052700747954554,0.0,0.0,baixa,baixa
FIN,Finland,PHTOOP,,,F,0.0,0.75,36940.0,90.0,1.0,0.0,0.0003409664680111777,0.45535200565115486,0.0,0.0,baixa,baixa
MAR,Morocco,PHTOOP,,,B,1.0,0.75,1445713.48,15120.2,1.0,0.0,0.01862981305497177,0.7413906492241313,0.0,0.0,baixa,baixa
JPN,Japan,PHTOOP,,,A,1.0,0.75,696620.0,11100.0,1.0,0.0,0.010715095064102752,0.7099262255883962,0.0,0.0,baixa,baixa
ITA,Italy,PHTOOP,,,B | X,1.0,0.75,6213584.0,100250.0,1.0,0.0,0.09614067539471903,0.850041558885175,0.0,0.0,baixa,baixa
ISR,Israel,PHTOOP,,,A,1.0,0.75,328436.0,4887.2,1.0,0.0,0.004894115470511612,0.6594788985497866,0.0,0.0,baixa,baixa
IND,India,PHTOOP,,,A | X,1.0,0.75,20834644.6,841798.6,1.0,0.0,0.5528070236103583,0.9602662634909727,0.0,0.0,baixa,baixa
HUN,Hungary,PHTOOP,,,B,1.0,0.75,164934.0,1838.0,1.0,0.0,0.0021768830791367446,0.6051325004978212,0.0,0.0,baixa,baixa
HRV,Croatia,PHTOOP,,,B,1.0,0.75,28104.0,430.0,1.0,0.0,0.0004241659106532799,0.503642195575092,0.0,0.0,baixa,baixa
GRC,Greece,PHTOOP,,,A | G,1.0,0.75,821918.0,11810.0,1.0,0.0,0.012056075197990263,0.7167658836049522,0.0,0.0,baixa,baixa
GEO,Georgia,PHTOOP,,,C,1.0,0.75,55780.0,3300.0,1.0,0.0,0.0019568314499893357,0.5959411534879451,0.0,0.0,baixa,baixa
GBR,United Kingdom of Great Britain and Northern Ireland,PHTOOP,,,E | F | G,0.0,0.75,70326.016,196.4,1.0,0.0,0.0006605486894344263,0.5011389618760532,0.0,0.0,baixa,baixa
FRA,France,PHTOOP,,,B | G,1.0,0.75,697884.0,6068.0,1.0,0.0,0.008432138175068209,0.6882686951116792,0.0,0.0,baixa,baixa
MDA,Republic of Moldova,PHTOOP,,,C,1.0,0.75,34950.6,5565.4,1.0,0.0,0.002820102693911218,0.6016940970014937,0.0,0.0,baixa,baixa
UGA,Uganda,LIBEAS,'Candidatus Liberibacter asiaticus',bacteria,J,0.0,1.0,39194.72,6670.4,0.04692387904066736,0.6323529411764706,0.003358143568894453,0.6113987787189572,0.0,0.0,baixa,baixa
TZA,United Republic of Tanzania,LIBEAS,'Candidatus Liberibacter asiaticus',bacteria,J,0.0,1.0,548753.962,41954.2,0.04692387904066736,0.6323529411764706,0.023575535808012034,0.7510728906724162,0.0,0.0,baixa,baixa
TON,Tonga,LIBEAS,'Candidatus Liberibacter asiaticus',bacteria,H,0.0,1.0,873.542,27.0,0.04692387904066736,0.6323529411764706,1.9397759461539292e-05,0.3086244903044086,0.0,0.0,baixa,baixa
SYR,Syrian Arab Republic,LIBEAS,'Candidatus Liberibacter asiaticus',bacteria,J,0.0,1.0,742004.38,13918.8,0.04692387904066736,0.6323529411764706,0.012368218539911956,0.7198203462144319,0.0,0.0,baixa,baixa
SVN,Slovenia,LIBEAS,'Candidatus Liberibacter asiaticus',bacteria,G,0.0,1.0,9458.0,218.0,0.04692387904066736,0.6323529411764706,0.00017614708178174555,0.44894501868791753,0.0,0.0,baixa,baixa
PRT,Portugal,LIBEAS,'Candidatus Liberibacter asiaticus',bacteria,H,0.0,1.0,1665262.0,17432.0,0.04692387904066736,0.6323529411764706,0.02146608703597676,0.7504464136739872,0.0,0.0,baixa,baixa
NLD,Netherlands (Kingdom of the),LIBEPS,'Candidatus Liberibacter solanacearum',bacteria,H,0.0,1.0,822896.0,1808.0,0.04483837330552659,0.35294117647058826,0.007505830597178603,0.6493476835840162,0.0,0.0,baixa,baixa
LTU,Lithuania,LIBEPS,'Candidatus Liberibacter solanacearum',bacteria,H,0.0,1.0,11984.0,618.0,0.04483837330552659,0.35294117647058826,0.00037894905687952833,0.4928964597336029,0.0,0.0,baixa,baixa
LBN,Lebanon,LIBEPS,'Candidatus Liberibacter solanacearum',bacteria,K,0.0,1.0,222778.4,5398.2,0.04483837330552659,0.35294117647058826,0.0042690576378172,0.6522323787834686,0.0,0.0,baixa,baixa
JPN,Japan,LIBEPS,'Candidatus Liberibacter solanacearum',bacteria,K,0.0,1.0,696620.0,11100.0,0.04483837330552659,0.35294117647058826,0.010715095064102752,0.7099262255883962,0.0,0.0,baixa,baixa
SVN,Slovenia,CIRCTE,,,G,0.0,0.75,9458.0,218.0,1.0,0.0,0.00017614708178174555,0.44894501868791753,0.0,0.0,baixa,baixa
GRC,Greece,LIRIBO,,,A | X,1.0,0.75,821918.0,11810.0,1.0,0.0,0.012056075197990263,0.7167658836049522,0.0,0.0,baixa,baixa
GBR,United Kingdom of Great Britain and Northern Ireland,LIRIBO,,,B | X,1.0,0.75,70326.016,196.4,1.0,0.0,0.0006605486894344263,0.5011389618760532,0.0,0.0,baixa,baixa
EST,Estonia,LIRIBO,,,B,1.0,0.75,326.0,6.0,1.0,0.0,5.381468771060963e-06,0.23136333974561923,0.0,0.0,baixa,baixa
ESP,Spain,LIRIBO,,,J | X,0.0,0.75,4252392.0,52460.0,1.0,0.0,0.058436677395416504,0.8161875135645745,0.0,0.0,baixa,baixa
DNK,Denmark,LIRIBO,,,B,1.0,0.75,10936.0,30.0,1.0,0.0,0.00010247160986340529,0.3827071747726346,0.0,0.0,baixa,baixa
DEU,Germany,LIRIBO,,,B,1.0,0.75,103032.0,384.0,1.0,0.0,0.0010116141527935925,0.5358000540621786,0.0,0.0,baixa,baixa
CZE,Czechia,LIRIBO,,,B,1.0,0.75,13864.0,166.0,1.0,0.0,0.00018822575965297218,0.4498600558946686,0.0,0.0,baixa,baixa
CHN,China,LIRIBO,,,A | B | X,1.0,0.75,123061709.666,2190435.4,1.0,0.0,1.0,1.0,0.0,0.0,baixa,baixa
BEL,Belgium,LIRIBO,,,B,1.0,0.75,293306.0,622.0,1.0,0.0,0.0026650928824086574,0.5822672005644689,0.0,0.0,baixa,baixa
SVN,Slovenia,LIBEPS,'Candidatus Liberibacter solanacearum',bacteria,H,0.0,1.0,9458.0,218.0,0.04483837330552659,0.35294117647058826,0.00017614708178174555,0.44894501868791753,0.0,0.0,baixa,baixa
BGD,Bangladesh,LIBEPS,'Candidatus Liberibacter solanacearum',bacteria,K,0.0,1.0,453260.0,29974.4,0.04483837330552659,0.35294117647058826,0.017340605839786992,0.7336559317921919,0.0,0.0,baixa,baixa
ZMB,Zambia,LEUIOR,,,J,0.0,0.75,25959.638,2674.6,1.0,0.0,0.0014296796207151413,0.567067862308188,0.0,0.0,baixa,baixa
ZAF,South Africa,LEUIOR,,,J,0.0,0.75,528746.0,8089.2,1.0,0.0,0.007979862179934807,0.690865692514198,0.0,0.0,baixa,baixa
UGA,Uganda,LEUIOR,,,J,0.0,0.75,39194.72,6670.4,1.0,0.0,0.003358143568894453,0.6113987787189572,0.0,0.0,baixa,baixa
TZA,United Republic of Tanzania,LEUIOR,,,J,0.0,0.75,548753.962,41954.2,1.0,0.0,0.023575535808012034,0.7510728906724162,0.0,0.0,baixa,baixa
SVK,Slovakia,LEUIOR,,,H,0.0,0.75,18388.0,232.0,1.0,0.0,0.00025503843037444487,0.4697051013742836,0.0,0.0,baixa,baixa
SOM,Somalia,LEUIOR,,,J,0.0,0.75,7234.0,4793.0,1.0,0.0,0.0022430413749096275,0.5524162131241659,0.0,0.0,baixa,baixa
SLE,Sierra Leone,LEUIOR,,,J,0.0,0.75,20013.674,2297.2,1.0,0.0,0.0012094071450553718,0.5543504609440995,0.0,0.0,baixa,baixa
RWA,Rwanda,LEUIOR,,,J,0.0,0.75,85999.554,10787.0,1.0,0.0,0.005614244141073298,0.6505820236323443,0.0,0.0,baixa,baixa
NLD,Netherlands (Kingdom of the),LEUIOR,,,H,0.0,0.75,822896.0,1808.0,1.0,0.0,0.007505830597178603,0.6493476835840162,0.0,0.0,baixa,baixa
NGA,Nigeria,LEUIOR,,,J,0.0,0.75,3607373.3439999996,910056.4,1.0,0.0,0.4440293742929905,0.9141826086043019,0.0,0.0,baixa,baixa
EGY,Egypt,LIBEAS,'Candidatus Liberibacter asiaticus',bacteria,J,0.0,1.0,6777502.452,161718.6,0.04692387904066736,0.6323529411764706,0.12873259379045981,0.8696540714085086,0.0,0.0,baixa,baixa
ISR,Israel,LEV000,Lucerne enation virus,virus,G,0.0,1.0,328436.0,4887.2,0.005213764337851929,0.3088235294117647,0.004894115470511612,0.6594788985497866,0.0,0.0,baixa,baixa
CZE,Czechia,LEV000,Lucerne enation virus,virus,K,0.0,1.0,13864.0,166.0,0.005213764337851929,0.3088235294117647,0.00018822575965297218,0.4498600558946686,0.0,0.0,baixa,baixa
EST,Estonia,COLLAC,Colletotrichum acutatum sensu lato,fungus,H,0.0,1.0,326.0,6.0,0.023983315954118872,0.3088235294117647,5.381468771060963e-06,0.23136333974561923,0.0,0.0,baixa,baixa
CHL,Chile,COLLAC,Colletotrichum acutatum sensu lato,fungus,J,0.0,1.0,818021.918,11961.6,0.023983315954118872,0.3088235294117647,0.012093527483006515,0.7170919241590523,0.0,0.0,baixa,baixa
COK,Cook Islands,LIBEAS,'Candidatus Liberibacter asiaticus',bacteria,H,0.0,1.0,280.534,10.0,0.04692387904066736,0.6323529411764706,6.83519685239674e-06,0.24343877017298726,0.0,0.0,baixa,baixa
CHL,Chile,LIBEAS,'Candidatus Liberibacter asiaticus',bacteria,H,0.0,1.0,818021.918,11961.6,0.04692387904066736,0.6323529411764706,0.012093527483006515,0.7170919241590523,0.0,0.0,baixa,baixa
BEL,Belgium,LIBEAS,'Candidatus Liberibacter asiaticus',bacteria,G,0.0,1.0,293306.0,622.0,0.04692387904066736,0.6323529411764706,0.0026650928824086574,0.5822672005644689,0.0,0.0,baixa,baixa
NLD,Netherlands (Kingdom of the),LIBEAS,'Candidatus Liberibacter asiaticus',bacteria,H,0.0,1.0,822896.0,1808.0,0.04692387904066736,0.6323529411764706,0.007505830597178603,0.6493476835840162,0.0,0.0,baixa,baixa
FJI,Fiji,LIBEAS,'Candidatus Liberibacter asiaticus',bacteria,H,0.0,1.0,2325.482,231.6,0.04692387904066736,0.6323529411764706,0.00012442927684379524,0.41201010552802964,0.0,0.0,baixa,baixa
ESP,Spain,LIBEAS,'Candidatus Liberibacter asiaticus',bacteria,H,0.0,1.0,4252392.0,52460.0,0.04692387904066736,0.6323529411764706,0.058436677395416504,0.8161875135645745,0.0,0.0,baixa,baixa
MWI,Malawi,LEUIOR,,,J,0.0,0.75,705687.922,28190.6,1.0,0.0,0.018577381633911143,0.7437917165283847,0.0,0.0,baixa,baixa
DEU,Germany,LIRIHU,,,C,1.0,0.75,103032.0,384.0,1.0,0.0,0.0010116141527935925,0.5358000540621786,0.0,0.0,baixa,baixa
CZE,Czechia,LIRIHU,,,B,1.0,0.75,13864.0,166.0,1.0,0.0,0.00018822575965297218,0.4498600558946686,0.0,0.0,baixa,baixa
CYP,Cyprus,LIRIHU,,,A,1.0,0.75,14068.0,262.0,1.0,0.0,0.0002336320644996618,0.4665942715680163,0.0,0.0,baixa,baixa
COL,Colombia,LIRIHU,,,B,1.0,0.75,871160.9820000001,17423.2,1.0,0.0,0.015014015108399876,0.7323663239676623,0.0,0.0,baixa,baixa
CHN,China,LIRIHU,,,A | X,1.0,0.75,123061709.666,2190435.4,1.0,0.0,1.0,1.0,0.0,0.0,baixa,baixa
CHL,Chile,LIRIHU,,,A | X,1.0,0.75,818021.918,11961.6,1.0,0.0,0.012093527483006515,0.7170919241590523,0.0,0.0,baixa,baixa
CAN,Canada,LIRIHU,,,B | X,1.0,0.75,526176.8,6170.4,1.0,0.0,0.007084550578231836,0.6809972570416858,0.0,0.0,baixa,baixa
BRA,Brazil,LIRIHU,,,B | X,1.0,0.75,3965727.4,55568.2,1.0,0.0,0.05752546687540899,0.8163111427765115,0.0,0.0,baixa,baixa
BEL,Belgium,LIRIHU,,,C,1.0,0.75,293306.0,622.0,1.0,0.0,0.0026650928824086574,0.5822672005644689,0.0,0.0,baixa,baixa
NOR,Norway,LIRIHU,,,E,0.0,0.75,14262.0,39.2,1.0,0.0,0.0001336712601065154,0.39945172168246457,0.0,0.0,baixa,baixa
AUT,Austria,LIRIHU,,,B,1.0,0.75,58094.0,200.0,1.0,0.0,0.0005628659350565593,0.4964619990586406,0.0,0.0,baixa,baixa
MLT,Malta,LIRIHU,,,A,1.0,0.75,8624.0,0.0,1.0,0.0,0.00014005291855874886,0.5052700747954554,0.0,0.0,baixa,baixa
MEX,Mexico,LIRIHU,,,B,1.0,0.75,4263483.324,88381.8,1.0,0.0,0.07489728856849498,0.8350118884549125,0.0,0.0,baixa,baixa
MAR,Morocco,LIRIHU,,,B,1.0,0.75,1445713.48,15120.2,1.0,0.0,0.01862981305497177,0.7413906492241313,0.0,0.0,baixa,baixa
LTU,Lithuania,LIRIHU,,,E,0.0,0.75,11984.0,618.0,1.0,0.0,0.00037894905687952833,0.4928964597336029,0.0,0.0,baixa,baixa
LKA,Sri Lanka,LIRIHU,,,B,1.0,0.75,84581.76,5953.0,1.0,0.0,0.0033997452498622256,0.6287509993350213,0.0,0.0,baixa,baixa
JPN,Japan,LIRIHU,,,B | X,1.0,0.75,696620.0,11100.0,1.0,0.0,0.010715095064102752,0.7099262255883962,0.0,0.0,baixa,baixa
ITA,Italy,LIRIHU,,,B | X,1.0,0.75,6213584.0,100250.0,1.0,0.0,0.09614067539471903,0.850041558885175,0.0,0.0,baixa,baixa
IRL,Ireland,LIRIHU,,,E,0.0,0.75,3602.0,10.0,1.0,0.0,3.380533873514566e-05,0.314505287052786,0.0,0.0,baixa,baixa
IND,India,LIRIHU,,,B | X,1.0,0.75,20834644.6,841798.6,1.0,0.0,0.5528070236103583,0.9602662634909727,0.0,0.0,baixa,baixa
IDN,Indonesia,LIRIHU,,,B | X,1.0,0.75,1132943.058,60064.8,1.0,0.0,0.036572620248232206,0.7841819390840926,0.0,0.0,baixa,baixa
NLD,Netherlands (Kingdom of the),LIRIHU,,,C,1.0,0.75,822896.0,1808.0,1.0,0.0,0.007505830597178603,0.6493476835840162,0.0,0.0,baixa,baixa
AUS,Australia,LIRIHU,,,B,1.0,0.75,394038.08999999997,4957.8,1.0,0.0,0.005458975598597841,0.665070990288016,0.0,0.0,baixa,baixa
